taxon_name,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8
Corydalis cava-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis,Corydalis,Corydalis
Lavandula,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lavandula,Lavandula,Lavandula
Blackstonia,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Blackstonia,Blackstonia,Blackstonia
Erica ciliaris,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,Erica ciliaris,Erica ciliaris
Cardamine,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine,Cardamine
Chamaerops,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaerops,Chamaerops,Chamaerops
Ephedra cf. E. fragilis,Plantae,Tracheophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,Ephedra,Ephedra
Ephedra undiff.,Plantae,Tracheophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,Ephedra,Ephedra
Falcaria,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Falcaria,Falcaria,Falcaria
Pinus halepensis,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus halepensis,Pinus halepensis
Radiola,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Radiola,Radiola,Radiola
Smilax,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,Smilax,Smilax
Thymelaea,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Thymelaea,Thymelaea,Thymelaea
Ziziphus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,Ziziphus,Ziziphus
Ceratonia siliqua,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ceratonia,Ceratonia siliqua,Ceratonia siliqua
Corrigiola litoralis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Corrigiola,Corrigiola litoralis,Corrigiola litoralis
Cyclamen purpurascens,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Cyclamen,Cyclamen purpurascens,Cyclamen purpurascens
Adenostyles alliariae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Adenostyles,Adenostyles alliariae,Adenostyles alliariae
Anemone nemorosa group,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone nemorosa,Anemone nemorosa
Anthemis arvensis-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anthemis,Anthemis,Anthemis
Gypsophila repens,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,Gypsophila repens,Gypsophila repens
Petasites hybridus-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Petasites,Petasites,Petasites
Primula clusiana-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula,Primula
Ranunculus acris/R. flammula/R. sceleratus group,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus,Ranunculus
Sorbus group,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus,Sorbus
Androsace elongata-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Androsace,Androsace,Androsace
Ribes uva-crispa,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes uva-crispa,Ribes uva-crispa
Tripolium pannonicum subsp. tripolium-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tripolium,Tripolium pannonicum,Tripolium pannonicum
Triticum undiff.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Triticum,Triticum,Triticum
Orthilia secunda,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Orthilia,Orthilia secunda,Orthilia secunda
Taraxacum officinale,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,Taraxacum officinale
"Caryophyllaceae (periporate, excluding Paronychioideae)",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae
Juniperus communis-type,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus,Juniperus
Cannabis sativa-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,Cannabis,Cannabis
"Poaceae (Cerealia, 37-40 µm)",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poaceae,Poaceae,Poaceae
"Poaceae (Cerealia, 40-50 µm)",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poaceae,Poaceae,Poaceae
"Poaceae (Cerealia, >50 µm)",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poaceae,Poaceae,Poaceae
Vicia faba,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia faba,Vicia faba
Festuca,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca,Festuca
Rosaceae (herbs) undiff.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rosaceae,Rosaceae
Quercus faginea-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus,Quercus
Scilla,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Scilla,Scilla,Scilla
Filago,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Filago,Filago,Filago
Ricinus communis,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis,Ricinus communis
Spartium junceum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Spartium,Spartium junceum,Spartium junceum
Moraceae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Moraceae,Moraceae,Moraceae
Berberis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,Berberis,Berberis
Plantago cf. P. lanceolata,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago,Plantago
Rubus chamaemorus-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus,Rubus
Cistus undiff.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,Cistus,Cistus
Quercus ilex/Q. coccifera-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus,Quercus
Rubiaceae cf. Galium,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Rubiaceae,Rubiaceae,Rubiaceae
Valeriana undiff.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,Rubiaceae,Rubiaceae
Vitex agnus-castus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,Vitex agnus-castus,Vitex agnus-castus
Ephedra major-type,Plantae,Tracheophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,Ephedra,Ephedra
Hedysarum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum,Hedysarum
Roemeria,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Roemeria,Roemeria,Roemeria
Ruta,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Ruta,Ruta,Ruta
Crocus,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Crocus,Crocus,Crocus
Nerium,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium,Nerium
Ephedra major subsp. major,Plantae,Tracheophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,Ephedra foeminea,Ephedra major major
Pinus nigra-type,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus,Pinus
Lygeum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lygeum,Lygeum,Lygeum
Myrtaceae,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,NA,NA,NA
Arum,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arum,Arum,Arum
Cotoneaster,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,Cotoneaster,Cotoneaster
Ficaria,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ficaria,Ficaria,Ficaria
Hyoscyamus,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Hyoscyamus,Hyoscyamus,Hyoscyamus
Lotus undiff.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus,Lotus
Malvaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvaceae,Malvaceae,Malvaceae
Phacelia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia,Phacelia
Poaceae (>37 µm),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poaceae,Poaceae,Poaceae
Primula elatior-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula,Primula
Scrophularia nodosa-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,Scrophularia,Scrophularia
Viola odorata-type,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola,Viola
Eranthis hyemalis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Eranthis,Eranthis hyemalis,Eranthis hyemalis
Alchemilla pentaphyllea,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Alchemilla,Alchemilla pentaphyllea,Alchemilla pentaphyllea
Hypericum elodes-type,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum,Hypericum
Lupinus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus,Lupinus
Ailanthus altissima,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,Ailanthus altissima
Angelica archangelica,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,Angelica archangelica,Angelica archangelica
Anthericum liliago,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Anthericum,Anthericum liliago,Anthericum liliago
Anthriscus cerefolium,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Anthriscus,Anthriscus cerefolium,Anthriscus cerefolium
Arctium lappa-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,Arctium,Arctium
Campanula rapunculoides,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,Campanula rapunculoides,Campanula rapunculoides
Cicer arietinum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cicer,Cicer arietinum,Cicer arietinum
Colchicum autumnale,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum autumnale,Colchicum autumnale
Geranium molle group,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium molle,Geranium molle
Geranium pratense group,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium pratense,Geranium pratense
Hyoscyamus niger,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Hyoscyamus,Hyoscyamus niger,Hyoscyamus niger
Larix decidua-type,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,Larix,Larix
Magnoliaceae,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnoliaceae,Magnoliaceae,Magnoliaceae
Medicago lupulina-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago,Medicago
Medicago sativa-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago,Medicago
Polygala comosa-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,Polygala,Polygala
Polygonatum odoratum-type,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Polygonatum,Polygonatum,Polygonatum
Rubus undiff.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus,Rubus
Salvia pratensis-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia,Salvia
Vicia hirsuta/V. tetrasperma,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia,Vicia
Lysimachia nemorum-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia,Lysimachia
Caprifoliaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Caprifoliaceae,Caprifoliaceae,Caprifoliaceae
Asteraceae undiff. (type 2),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Asteraceae,Asteraceae
Pinguicula cf. P. vulgaris,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula,Pinguicula,Pinguicula
Scleranthus cf. S. perennis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Scleranthus,Scleranthus,Scleranthus
Bryonia,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Bryonia,Bryonia,Bryonia
Asperula,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Asperula,Asperula,Asperula
Centaurium erythraea,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Centaurium,Centaurium erythraea,Centaurium erythraea
Fumaria officinalis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,Fumaria officinalis,Fumaria officinalis
Theligonum,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Theligonum,Theligonum,Theligonum
Linaceae,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linaceae,Linaceae,Linaceae
Taraxacum,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum,Taraxacum
Alnus subg. Alnobetula,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,Alnus,Alnus
Cupressus,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Cupressus,Cupressus,Cupressus
Carpinus betulus-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Carpinus,Carpinus,Carpinus
Sagina apetala-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Sagina,Sagina,Sagina
Aristolochia,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia,Aristolochia,Aristolochia
Berberidaceae,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberidaceae,Berberidaceae,Berberidaceae
Orobanchaceae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Orobanchaceae,Orobanchaceae,Orobanchaceae
Quercus faginea,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus faginea,Quercus faginea
Anagallis arvensis-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia,Lysimachia
Cichorium intybus-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,Cichorium,Cichorium
Poaceae (annulus 10-12 µm),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poaceae,Poaceae,Poaceae
Cornus suecica-type,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus,Cornus
Malus sylvestris,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus sylvestris,Malus sylvestris
Poterium sanguisorba subsp. sanguisorba,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Poterium,Poterium sanguisorba,Poterium sanguisorba sanguisorba
Narcissus,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,Narcissus,Narcissus
Cistaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistaceae,Cistaceae,Cistaceae
Anagallis tenella-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia,Lysimachia
Arnoseris,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arnoseris,Arnoseris,Arnoseris
Cicendia filiformis,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Cicendia,Cicendia filiformis,Cicendia filiformis
Cistus monspeliensis-type,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,Cistaceae,Cistus
Frankenia,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Frankeniaceae,Frankenia,Frankeniaceae,Frankenia
Fumaria officinalis-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,Papaveraceae,Fumaria
Gynandriris sisyrinchium,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Moraea,Moraea sisyrinchium,Moraea sisyrinchium
Halimium halimifolium-type,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Halimium,Halimium,Halimium
Helianthemum croceum-type,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,Helianthemum,Helianthemum
Tuberaria guttata,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Tuberaria,Tuberaria guttata,Tuberaria guttata
Actaea spicata,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,Actaea spicata,Actaea spicata
Aegopodium podagraria,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Aegopodium,Aegopodium podagraria,Aegopodium podagraria
Alchemilla group,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Alchemilla,Alchemilla,Alchemilla
Anemone pulsatilla-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone,Anemone
Anethum graveolens,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Anethum,Anethum graveolens,Anethum graveolens
Fragaria,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria,Fragaria
Legousia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Legousia,Legousia,Legousia
Leucojum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Leucojum,Leucojum,Leucojum
Platanus orientalis,Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,Platanus orientalis,Platanus orientalis
Robinia pseudoacacia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,Robinia pseudoacacia,Robinia pseudoacacia
Vaccaria hispanica,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,Gypsophila vaccaria,Gypsophila vaccaria
Viburnum opulus/V. tinus,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,Viburnum,Viburnum
Anemone subg. Anemone,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone,Anemone
Artemisia alba-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia,Artemisia
Lathyrus linifolius-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus,Lathyrus
Potentilla erecta,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla erecta,Potentilla erecta
Centaurea jacea/C. nigra-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea,Centaurea
Cephalanthus,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cephalanthus,Cephalanthus,Cephalanthus
Lamium amplexicaule-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,Lamium,Lamium
Lamium purpureum var. hybridum-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,Lamium purpureum,Lamium purpureum
Polygonum cognatum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum cognatum,Polygonum cognatum
Rumex conglomeratus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex conglomeratus,Rumex conglomeratus
Teucrium pyrenaicum-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,Teucrium,Teucrium
Urtica atrovirens,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica atrovirens,Urtica atrovirens
Geranium columbinum-type,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium,Geranium
Geranium pusillum-type,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium,Geranium
Amaryllidaceae,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Amaryllidaceae,Amaryllidaceae,Amaryllidaceae
Cercis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cercis,Cercis,Cercis
Chenopodium sp.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium,Chenopodium
Convolvulus undiff.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,Convolvulus,Convolvulus
Cupressaceae undiff.,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Cupressaceae,Cupressaceae,Cupressaceae
Cyclamen,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Cyclamen,Cyclamen,Cyclamen
Dracunculus,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Dracunculus,Dracunculus,Dracunculus
Gentiana undiff.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,Gentiana,Gentiana
Mesembryanthemum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemum,Mesembryanthemum,Mesembryanthemum
Oenothera,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,Oenothera,Oenothera
Paeonia,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,Paeonia,Paeonia
Plantaginaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Plantaginaceae,Plantaginaceae
Plantago lanceolata/P. lagopus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago,Plantago
Prunus sp.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus,Prunus
Punica granatum,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Punica,Punica granatum,Punica granatum
Quercus ilex/Q. coccifera,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus,Quercus
Rumex subg. Emex,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex,Rumex
Sarcopoterium spinosum/Poterium sanguisorba,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sarcopoterium,Sarcopoterium,Sarcopoterium
Senecio sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio,Senecio
Styrax,Plantae,Tracheophyta,Magnoliopsida,Ericales,Styracaceae,Styrax,Styrax,Styrax
Urtica pilulifera-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica,Urtica
Arnoseris minima,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arnoseris,Arnoseris minima,Arnoseris minima
Caryophyllaceae (porate),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae
Conopodium majus,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Conopodium,Conopodium majus,Conopodium majus
Artemisia sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia,Artemisia
Capsella,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,Capsella,Capsella
Gentianella sp.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianella,Gentianella,Gentianella
Ranunculus glacialis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus glacialis,Ranunculus glacialis
Balsaminaceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Balsaminaceae,Balsaminaceae,Balsaminaceae
Sonchus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,Sonchus,Sonchus
Primula scandinavica-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula,Primula
Sorbus cf. S. aucuparia,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus,Sorbus
Rumex sp.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex,Rumex
Avena sativa,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Avena,Avena sativa,Avena sativa
Linum bienne-type,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum,Linum
Sorbus sp.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus,Sorbus
Thalictrum flavum,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,Thalictrum flavum,Thalictrum flavum
Triticum aestivum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Triticum,Triticum aestivum,Triticum aestivum
Vaccinium sp.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium,Vaccinium
Plantago cf. P. major,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago,Plantago
Vaccinium uliginosum,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium uliginosum,Vaccinium uliginosum
Vaccinium vitis-idaea,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium vitis-idaea,Vaccinium vitis-idaea
Apiaceae cf. Pleurospermum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Apiaceae,Apiaceae,Apiaceae
Ericaceae cf. Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Ericaceae,Ericaceae,Ericaceae
Rosaceae cf. Prunus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rosaceae,Rosaceae
Rosaceae cf. Sorbus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rosaceae,Rosaceae
Dipsacaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Dipsacaceae,Dipsacaceae,Dipsacaceae,Dipsacaceae
Hordeum group,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum,Hordeum
Atriplex sp.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,Atriplex,Atriplex
