Taxon_Name_Neotoma,Ondrej_ID,Taxon_ID,Higher_Taxon1_Neotoma,Higher_Taxon2_Neotoma,taxon_name,NsitesInNA,Notes,...9,...10
Pedicularis-type,944,NA,NA,NA,Pedicularis,NA,NA,NA,NA
Pedicularis contorta-type,NA,5743,Pedicularis,Orobanchaceae,Pedicularis,NA,NA,NA,NA
Pedicularis groenlandica-type,NA,5744,Pedicularis,Orobanchaceae,Pedicularis,NA,NA,NA,NA
Pedicularis lanceolata,NA,1139,Pedicularis,Orobanchaceae,Pedicularis,NA,NA,NA,NA
Pedicularis langsdorffii,NA,1147,Pedicularis,Orobanchaceae,Pedicularis,NA,NA,NA,NA
Pedicularis undiff.,NA,2289,Pedicularis,Orobanchaceae,Pedicularis,NA,NA,NA,NA
Pedicularis verticillata,NA,1152,Pedicularis,Orobanchaceae,Pedicularis,NA,NA,NA,NA
Pediomelum-type,NA,800,Fabaceae tribe Psoraleeae,Fabaceae subf. Faboideae,Fabaceae undiff.,6,NA,NA,NA
Penstemon,NA,1534,Plantaginaceae,Lamiales,Plantaginaceae undiff.,6,WUS,NA,NA
Peperomia,NA,NA,NA,NA,Piperaceae,1,NA,NA,NA
Persicaria,955,NA,NA,NA,Persicaria,NA,NA,NA,NA
Persicaria amphibia,NA,230,Persicaria,Polygonaceae,Persicaria,58,NA,NA,NA
Persicaria amphibia-type,NA,888,Persicaria,Polygonaceae,Persicaria,NA,NA,NA,NA
Persicaria cf. P. lapathifolia,NA,1514,Persicaria,Polygonaceae,Persicaria,NA,NA,NA,NA
Persicaria hydropiper-type,NA,827,Persicaria,Polygonaceae,Persicaria,NA,NA,NA,NA
Persicaria lapathifolia,NA,3171,Persicaria,Polygonaceae,Persicaria,NA,NA,NA,NA
Persicaria lapathifolia-type,NA,233,Persicaria,Polygonaceae,Persicaria,NA,NA,NA,NA
Persicaria maculosa,NA,988,Persicaria,Polygonaceae,Persicaria,NA,NA,NA,NA
Persicaria maculosa-type,NA,884,Persicaria,Polygonaceae,Persicaria,NA,NA,NA,NA
Peucedanum-type,NA,NA,NA,NA,Apiaceae,2,NA,NA,NA
Phacelia,NA,206,Hydrophyllaceae,Lamiidae,Phacelia,21,WUS,NA,NA
Phacelia cf. P. franklinii,NA,1444,Phacelia,Hydrophyllaceae,Phacelia,NA,NA,NA,NA
Phlox,NA,477,Polemoniaceae,Ericales,Phlox,92,NA,NA,NA
Phlox-type,NA,979,Polemoniaceae,Ericales,Phlox,NA,NA,NA,NA
Phlox pilosa-type,NA,1445,Phlox,Polemoniaceae,Phlox,NA,NA,NA,NA
Phoradendron,NA,375,Santalaceae subf. Visceae,Santalaceae,Santalaceae undiff.,3,SEUS,NA,NA
Phyllanthus,NA,NA,NA,NA,Cactaceae undiff.,1,NA,NA,NA
Physocarpus,NA,2953,Rosaceae,Rosales,Rosaceae undiff.,3,NA,NA,NA
Picea,NA,210,Pinaceae,Coniferae,Picea,NA,NA,NA,NA
Picea cf. P. glauca,NA,1233,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea cf. P. mariana,NA,1232,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea det. P. glauca,NA,1007,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea det. P. mariana,NA,1008,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea glauca,NA,2317,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea glauca-type,NA,207,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea glauca-type|pollen|NISP,982,NA,NA,NA,Picea,NA,NA,NA,NA
Picea indet.,NA,18478,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea mariana,NA,2318,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea mariana-type,NA,208,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea mariana|pollen|NISP,986,NA,NA,NA,Picea,NA,NA,NA,NA
Picea rubens-type,NA,209,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea sect. Eupicea,988,NA,NA,NA,Picea,NA,NA,NA,NA
Picea sitchensis,NA,3721,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea undiff.,NA,897,Picea,Pinaceae,Picea,NA,NA,NA,NA
Picea undiff.|pollen|NISP,991,NA,NA,NA,Picea,NA,NA,NA,NA
Picea/Abies,NA,7489,Pinaceae incertae sedis,Pinaceae,skip,NA,NA,NA,NA
Picea/Pinus undiff.,NA,1156,Pinaceae incertae sedis,Pinaceae,skip,NA,NA,NA,NA
Picea|pollen|NISP|pollen|NISP,994,NA,NA,NA,Picea,NA,NA,NA,NA
Pilea-type,NA,478,Urticalean Rosids incertae sedis,Urticalean Rosids,skip,5,NA,NA,NA
Pinaceae,NA,329,Coniferae,Pan-Coniferae,skip,NA,NA,NA,NA
Pinaceae (vesiculate) undiff.,NA,374,Pinaceae (vesiculate),Pinaceae incertae sedis,skip,NA,NA,NA,NA
Pinaceae undiff.,NA,64,Pinaceae,Coniferae,skip,NA,NA,NA,NA
Pinguicula,NA,1050,Lentibulariaceae,Lamiales,Pinguicula,NA,NA,NA,NA
Pinus,NA,385,Pinaceae,Coniferae,Pinus undiff.,NA,NA,NA,NA
Pinus (large),1001,NA,NA,NA,Pinus undiff.,NA,NA,NA,NA
Pinus (small),1002,NA,NA,NA,Pinus undiff.,NA,NA,NA,NA
Pinus albicaulis-type,NA,981,Pinus subg. Strobus,Pinus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus aristata,NA,2961,Pinus aristata-type,Pinus subg. Strobus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus aristata-type,NA,2955,Pinus subg. Strobus,Pinus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus banksiana,NA,2093,Pinus banksiana/P. resinosa,Pinus subg. Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus banksiana-type,NA,695,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus banksiana/P. resinosa,NA,836,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus clausa-type,NA,211,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus contorta,NA,3161,Pinus contorta-type,Pinus subg. Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus contorta-type,NA,982,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus contorta/P. ponderosa,NA,976,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus det. P. banksiana/P. resinosa,NA,1106,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus det. P. strobus,NA,1107,Pinus subg. Strobus,Pinus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus edulis,NA,9756,Pinus edulis-type,Pinus subg. Strobus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus edulis-type,NA,386,Pinus subg. Strobus,Pinus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus elliottii,NA,9757,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus flexilis,NA,2960,Pinus flexilis-type,Pinus subg. Strobus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus flexilis-type,NA,2620,Pinus subg. Strobus,Pinus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus jeffreyi-type,NA,9758,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus monticola,NA,5773,Pinus monticola-type,Pinus subg. Strobus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus monticola-type,NA,1409,Pinus subg. Strobus,Pinus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus monticola/P. albicaulis,NA,977,Pinus subg. Strobus,Pinus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus muricata,NA,3174,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus ponderosa,NA,2959,Pinus ponderosa-type,Pinus subg. Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus ponderosa-type,NA,2954,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus resinosa,NA,2094,Pinus banksiana/P. resinosa,Pinus subg. Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus resinosa-type,NA,696,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus rigida,1029,NA,NA,NA,Pinus subg. Pinus,NA,NA,NA,NA
Pinus rigida-type,1030,NA,NA,NA,Pinus subg. Pinus,NA,NA,NA,NA
Pinus strobus,NA,697,Pinus subg. Strobus,Pinus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus strobus-type,NA,2154,Pinus subg. Strobus,Pinus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus subg. Pinus,NA,212,Pinus,Pinaceae,Pinus subg. Pinus,NA,NA,NA,NA
Pinus subg. Pinus-type,NA,4614,Pinus,Pinaceae,Pinus subg. Pinus,NA,NA,NA,NA
Pinus subg. Pinus (large),1035,NA,NA,NA,Pinus subg. Pinus,NA,NA,NA,NA
Pinus subg. Pinus (small),1036,NA,NA,NA,Pinus subg. Pinus,NA,NA,NA,NA
Pinus subg. Pinus undiff.,NA,913,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus subg. Strobus,NA,213,Pinus,Pinaceae,Pinus subg. Strobus,NA,NA,NA,NA
Pinus subg. Strobus-type,NA,4615,Pinus,Pinaceae,Pinus subg. Strobus,NA,NA,NA,NA
Pinus subg. Strobus (large),1040,NA,NA,NA,Pinus subg. Strobus,NA,NA,NA,NA
Pinus subg. Strobus (small),1041,NA,NA,NA,Pinus subg. Strobus,NA,NA,NA,NA
Pinus subg. Strobus undiff.,NA,2917,Pinus subg. Strobus,Pinus,Pinus subg. Strobus,NA,NA,NA,NA
Pinus subsect. Cembroides,1043,NA,NA,NA,Pinus subg. Strobus,NA,NA,NA,NA
Pinus torreyana,NA,3175,Pinus subg. Pinus,Pinus,Pinus subg. Pinus,NA,NA,NA,NA
Pinus undiff.,NA,216,Pinus,Pinaceae,Pinus undiff.,NA,NA,NA,NA
Pinus/Picea,NA,22662,Pinaceae incertae sedis,Pinaceae,skip,NA,NA,NA,NA
Piperaceae,NA,1743,Piperales,Magnoliidae,Piperaceae,4,S FL,NA,NA
Piperaceae-type,NA,387,Eudicotyledoneae incertae sedis,Eudicotyledoneae,Piperaceae,NA,S FL,NA,NA
Pisonia,NA,NA,NA,NA,Nyctaginaceae undiff.,1,NA,NA,NA
Pistacia,NA,388,Anacardiaceae,Sapindales,Anacardiaceae undiff.,1,NA,NA,NA
Planera aquatica,NA,217,Planera,Ulmaceae,Planera,15,SEUS,NA,NA
Plantaginaceae,NA,698,Lamiales,Lamiidae,Plantaginaceae undiff.,NA,NA,NA,NA
Plantaginaceae undiff.,NA,1081,Plantaginaceae,Lamiales,Plantaginaceae undiff.,NA,NA,NA,NA
Plantago,NA,480,Plantaginaceae,Lamiales,Plantago,577,NA,NA,NA
Plantago-type,1054,NA,NA,NA,Plantago,NA,NA,NA,NA
Plantago canescens,NA,1004,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago canescens-type,NA,1170,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago coronopus-type,NA,NA,NA,NA,Plantago,NA,NA,NA,NA
Plantago lanceolata,NA,220,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago lanceolata-type,NA,699,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago major,NA,219,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago major-type,NA,838,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago major/P. media,NA,2905,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago maritima-type,NA,3591,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago media,NA,221,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago rigida-type,NA,1940,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago rugelii,NA,1446,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago undiff.,NA,218,Plantago,Plantaginaceae,Plantago,NA,NA,NA,NA
Plantago/Thalictrum,NA,2958,Eudicotyledoneae incertae sedis,Eudicotyledoneae,Plantago,NA,NA,NA,NA
Platanaceae,NA,15512,Proteales,Eudicotyledoneae,skip,1,NA,NA,NA
Platanus,NA,222,Platanaceae,Proteales,Platanus,NA,NA,NA,NA
Platanus occidentalis,NA,700,Platanus,Platanaceae,Platanus,NA,NA,NA,NA
Platydesma,NA,NA,NA,NA,skip,0,NA,NA,NA
Plectritis,NA,3477,Caprifoliaceae subf. Valerianoideae,Caprifoliaceae,Caprifoliaceae undiff.,NA,NA,NA,NA
Plumbaginaceae,NA,1298,Caryophyllales,Pentapetalae,Plumbaginaceae,NA,NA,NA,NA
Plumbaginaceae cf. Armeria,NA,3859,Plumbaginaceae,Caryophyllales,Plumbaginaceae,NA,NA,NA,NA
Poa,1075,NA,NA,NA,Poaceae undiff.,NA,NA,NA,NA
Poaceae,NA,417,Poales,Commelinidae,Poaceae undiff.,NA,NA,NA,NA
Poaceae (<20 µm),NA,NA,NA,NA,Poaceae undiff.,NA,NA,NA,NA
Poaceae (Cerealia-type),1077,NA,NA,NA,Cerealia,NA,NA,NA,NA
Poaceae (Cerealia),1078,NA,NA,NA,Cerealia,NA,NA,NA,NA
Poaceae (Cerealia) undiff.,1079,NA,NA,NA,Cerealia,NA,NA,NA,NA
Poaceae cf. Zea,NA,23963,Poaceae,Poales,Zea,NA,NA,NA,NA
Poaceae undiff.,NA,125,Poaceae,Poales,Poaceae undiff.,NA,NA,NA,NA
Podocarpus,NA,1028,Podocarpaceae,Cupressophyta,skip,2,Only instance of Podocarpaceae,NA,NA
Polemoniaceae,NA,223,Ericales,Asteridae,Polemoniaceae undiff.,NA,NA,NA,NA
Polemoniaceae (large),1084,NA,NA,NA,Polemoniaceae undiff.,NA,NA,NA,NA
Polemoniaceae (small),1085,NA,NA,NA,Polemoniaceae undiff.,NA,NA,NA,NA
Polemoniaceae undiff.,NA,1150,Polemoniaceae,Ericales,Polemoniaceae undiff.,NA,NA,NA,NA
Polemonium,NA,798,Polemoniaceae,Ericales,Polemonium,107,WNA,NA,NA
Polemonium caeruleum,1088,NA,NA,NA,Polemonium,NA,NA,NA,NA
Polygala,NA,1072,Polygalaceae,Fabales,Polygalaceae,16,Only genus instance of Polygalaceae,NA,NA
Polygalaceae,NA,224,Fabales,Fabidae,Polygalaceae,17,NA,NA,NA
Polygonaceae,NA,702,Caryophyllales,Pentapetalae,Polygonaceae undiff.,NA,NA,NA,NA
Polygonaceae (tricolporate),NA,24009,Polygonaceae,Caryophyllales,Polygonaceae undiff.,NA,NA,NA,NA
Polygonaceae cf. Muehlenbeckia,NA,23511,Polygonaceae,Caryophyllales,Polygonaceae undiff.,NA,NA,NA,NA
Polygonaceae undiff.,NA,225,Polygonaceae,Caryophyllales,Polygonaceae undiff.,NA,NA,NA,NA
Polygonum,NA,540,Polygonaceae,Caryophyllales,Polygonum,103,NA,NA,NA
Polygonum aviculare,NA,947,Polygonum sect. Polygonum,Polygonum,Polygonum,NA,NA,NA,NA
Polygonum aviculare-type,NA,231,Polygonum sect. Polygonum,Polygonum,Polygonum,NA,NA,NA,NA
Polygonum californicum,NA,870,Polygonum sect. Duravia,Polygonum,Polygonum,NA,NA,NA,NA
Polygonum californicum-type,NA,528,Polygonum sect. Duravia,Polygonum,Polygonum,NA,NA,NA,NA
Polygonum delopyrum-type,1098,NA,NA,NA,Polygonum,NA,NA,NA,NA
Polygonum fimbriatum-type,1100,NA,NA,NA,Polygonum,NA,NA,NA,NA
Polygonum polygamum-type,1103,NA,NA,NA,Polygonum,NA,NA,NA,NA
Polygonum ramosissimum-type,NA,893,Polygonum sect. Polygonum,Polygonum,Polygonum,NA,NA,NA,NA
Polygonum sect. Duravia,NA,2292,Polygonum,Polygonaceae,Polygonum,NA,NA,NA,NA
Polygonum sensu lato,NA,9520,Polygonaceae,Caryophyllales,Polygonum,NA,NA,NA,NA
Polygonum sensu lato undiff.,NA,9521,Polygonum sensu lato,Polygonaceae,Polygonum,NA,NA,NA,NA
Polygonum subsect. Polygonella,1108,NA,NA,NA,Polygonum,NA,NA,NA,NA
Polygonum tenue-type,NA,482,Polygonum sect. Duravia,Polygonum,Polygonum,NA,NA,NA,NA
Polyscias,NA,NA,NA,NA,skip,0,NA,NA,NA
Populus,NA,389,Salicaceae,Malpighiales,Populus,NA,NA,NA,NA
Populus balsamifera,NA,1151,Populus,Salicaceae,Populus,NA,NA,NA,NA
Populus balsamifera-type,NA,238,Populus,Salicaceae,Populus,NA,NA,NA,NA
Populus cf. P. tremuloides,NA,23203,Populus,Salicaceae,Populus,NA,NA,NA,NA
Populus deltoides-type,NA,709,Populus,Salicaceae,Populus,NA,NA,NA,NA
Populus grandidentata-type,NA,710,Populus,Salicaceae,Populus,NA,NA,NA,NA
Populus tremuloides,NA,1155,Populus,Salicaceae,Populus,NA,NA,NA,NA
Populus tremuloides-type,NA,239,Populus,Salicaceae,Populus,NA,NA,NA,NA
Populus trichocarpa,NA,3722,Populus,Salicaceae,Populus,NA,NA,NA,NA
Populus trichocarpa-type,NA,862,Populus,Salicaceae,Populus,NA,NA,NA,NA
Populus undiff.,NA,237,Populus,Salicaceae,Populus,NA,NA,NA,NA
Portulaca,NA,966,Portulacaceae,Caryophyllales,Portulacaceae,7,NA,NA,NA
Portulacaceae,NA,240,Caryophyllales,Pentapetalae,Portulacaceae,20,NA,NA,NA
Potentilla,NA,825,Rosaceae,Rosales,Potentilla,NA,NA,NA,NA
Potentilla-type,NA,242,Rosaceae,Rosales,Potentilla,NA,NA,NA,NA
Primula,NA,484,Primulaceae,Ericales,Primula,40,US great plains,NA,NA
Primula farinosa-type,NA,4704,Primula,Primulaceae,Primula,NA,NA,NA,NA
Primulaceae,NA,244,Ericales,Asteridae,Primulaceae undiff.,NA,NA,NA,NA
Primulaceae undiff.,NA,1598,Primulaceae,Ericales,Primulaceae undiff.,NA,NA,NA,NA
Pritchardia,1131,NA,NA,NA,skip,0,NA,NA,NA
Prosopis,NA,1494,mimosoid clade,Fabaceae subf. Caesalpinioideae,Prosopis,NA,NA,NA,NA
Prunella,NA,2928,Lamiaceae (hexacolpate),Lamiaceae (stephanocolpate),Lamiaceae undiff.,1,NA,NA,NA
Prunella-type,NA,714,Lamiaceae (hexacolpate),Lamiaceae (stephanocolpate),Lamiaceae undiff.,4,NA,NA,NA
Prunus,NA,715,Rosaceae,Rosales,Prunus,42,NA,NA,NA
Prunus-type,NA,245,Rosaceae,Rosales,Prunus,NA,NA,NA,NA
Prunus americana-type,NA,941,Prunus,Rosaceae,Prunus,NA,NA,NA,NA
Prunus pensylvanica,NA,716,Prunus,Rosaceae,Prunus,NA,NA,NA,NA
Prunus serotina,NA,717,Prunus,Rosaceae,Prunus,NA,NA,NA,NA
Prunus undiff.,NA,942,Prunus,Rosaceae,Prunus,NA,NA,NA,NA
Prunus virginiana,NA,719,Prunus,Rosaceae,Prunus,NA,NA,NA,NA
Prunus virginiana-type,NA,943,Prunus,Rosaceae,Prunus,NA,NA,NA,NA
Prunus/Amelanchier,NA,2617,Rosaceae,Rosales,Prunus,NA,NA,NA,NA
Prunus/Pyrus,NA,5757,Rosaceae,Rosales,Prunus,NA,NA,NA,NA
Prunus/Sorbus,NA,541,Rosaceae,Rosales,Prunus,NA,NA,NA,NA
Pseudotsuga,NA,246,Pinaceae,Coniferae,Pseudotsuga,NA,NA,NA,NA
Pseudotsuga-type,NA,978,Larix/Pseudotsuga,Pinaceae incertae sedis,Pseudotsuga,NA,Possible confusion with Larix,NA,NA
Pseudotsuga menziesii,NA,1412,Pseudotsuga,Pinaceae,Pseudotsuga,NA,NA,NA,NA
Psychotria,NA,3111,Rubiaceae,Gentianales,Rubiaceae undiff.,NA,NA,NA,NA
Ptelea trifoliata,NA,23590,Ptelea,Rutaceae,Rutaceae undiff.,1,NA,NA,NA
Pterocarya,NA,2667,Juglandaceae,Fagales,Pterocarya,15,NA,NA,NA
Purshia,NA,9609,Rosaceae,Rosales,Rosaceae undiff.,5,NA,NA,NA
Purshia-type,NA,2962,Rosaceae,Rosales,Rosaceae undiff.,7,NA,NA,NA
Purshia tridentata,NA,9610,Purshia,Rosaceae,Rosaceae undiff.,NA,NA,NA,NA
Pyrola,NA,721,Ericaceae subf. Monotropoideae,Ericaceae,Ericaceae subf. Monotropoideae,NA,NA,NA,NA
Pyrus-type,NA,250,Rosaceae,Rosales,Rosaceae undiff.,NA,NA,NA,NA
Quercus,NA,251,Fagaceae,Fagales,Quercus,NA,NA,NA,NA
Quercus-type,NA,3475,Eudicotyledoneae incertae sedis,Eudicotyledoneae,skip,NA,NA,NA,NA
Quercus (rough),NA,NA,NA,NA,Quercus,NA,NA,NA,NA
Quercus (smooth),NA,NA,NA,NA,Quercus,NA,NA,NA,NA
Quercus chrysolepis,NA,15539,Quercus sect. Protobalanus,Quercus subg. Quercus,Quercus,NA,NA,NA,NA
Quercus garryana,NA,3474,Quercus sect. Quercus,Quercus subg. Quercus,Quercus,NA,NA,NA,NA
Quercus rubra,1164,NA,NA,NA,Quercus,NA,NA,NA,NA
Quercus undiff.,NA,2943,Quercus,Fagaceae,Quercus,NA,NA,NA,NA
Quercus vaccinifolia,NA,9782,Quercus sect. Protobalanus,Quercus subg. Quercus,Quercus,NA,NA,NA,NA
Quercus vaccinifolia-type,NA,9783,Quercus,Fagaceae,Quercus,NA,NA,NA,NA
Ranunculaceae,NA,350,Ranunculales,Eudicotyledoneae,Ranunculaceae undiff.,NA,NA,NA,NA
Ranunculaceae (pericolpate),NA,405,Ranunculaceae,Ranunculales,Ranunculaceae undiff.,NA,NA,NA,NA
Ranunculaceae (tricolpate),NA,404,Ranunculaceae,Ranunculales,Ranunculaceae undiff.,NA,NA,NA,NA
Ranunculaceae (tricolpate) undiff.,NA,896,Ranunculaceae (tricolpate),Ranunculaceae,Ranunculaceae undiff.,NA,NA,NA,NA
Ranunculaceae cf. Aconitum,NA,1254,Ranunculaceae,Ranunculales,Ranunculaceae undiff.,NA,NA,NA,NA
Ranunculaceae undiff.,NA,252,Ranunculaceae,Ranunculales,Ranunculaceae undiff.,NA,NA,NA,NA
Ranunculus,NA,549,Ranunculaceae,Ranunculales,Ranunculus,159,NA,NA,NA
Ranunculus-type,NA,815,Ranunculaceae,Ranunculales,Ranunculus,NA,NA,NA,NA
Ranunculus-type undiff.,NA,1229,Ranunculus-type,Ranunculaceae,Ranunculus,NA,NA,NA,NA
Ranunculus acris-type,NA,996,Ranunculus-type,Ranunculaceae,Ranunculus,NA,NA,NA,NA
Ranunculus orthorhynchus,NA,9784,Ranunculus,Ranunculaceae,Ranunculus,NA,NA,NA,NA
Ranunculus pensylvanicus-type,NA,890,Ranunculus-type,Ranunculaceae,Ranunculus,NA,NA,NA,NA
Ranunculus sect. Batrachium-type,1180,NA,NA,NA,Ranunculus,NA,NA,NA,NA
Ranunculus sp.,NA,15521,Ranunculus,Ranunculaceae,Ranunculus,NA,NA,NA,NA
Ranunculus undiff.,NA,253,Ranunculus,Ranunculaceae,Ranunculus,NA,NA,NA,NA
Rapanea,NA,NA,NA,NA,Primulaceae undiff.,5,"S FL, now myrsine.  And apparently Myrsinaceae is now Primulaceae",NA,NA
Resedaceae,NA,2482,Brassicales,Malvidae,skip,2,SWUS,NA,NA
Rhamnaceae,NA,256,Rosales,Fabidae,Rhamnaceae undiff.,NA,NA,NA,NA
Rhamnaceae undiff.,NA,1214,Rhamnaceae,Rosales,Rhamnaceae undiff.,NA,NA,NA,NA
Rhamnaceae/Rosaceae,1186,NA,NA,NA,skip,NA,NA,NA,NA
Rhamnaceae/Vitaceae,NA,726,Pentapetalae incertae sedis,Pentapetalae,Rhamnaceae undiff.,NA,NA,NA,NA
Rhamnaceae/Vitaceae undiff.,NA,255,Rhamnaceae/Vitaceae,Pentapetalae incertae sedis,Rhamnaceae undiff.,NA,NA,NA,NA
Rhamnus,NA,785,Rhamnaceae,Rosales,Ceanothus/Rhamnus,NA,NA,NA,NA
Rhamnus-type,NA,NA,NA,NA,Ceanothus/Rhamnus,NA,NA,NA,NA
Rhamnus alnifolia,NA,1451,Rhamnus,Rhamnaceae,Ceanothus/Rhamnus,NA,NA,NA,NA
Rhamnus alnifolia/Frangula alnus,NA,723,Rhamnaceae,Rosales,Ceanothus/Rhamnus,NA,NA,NA,NA
Rhamnus cathartica,NA,725,Rhamnus,Rhamnaceae,Ceanothus/Rhamnus,NA,NA,NA,NA
Rhamnus/Vitis,NA,724,Rhamnaceae/Vitaceae,Pentapetalae incertae sedis,Ceanothus/Rhamnus,NA,NA,NA,NA
Rhexia,NA,2608,Melastomataceae,Myrtales,Melastomataceae,4,NA,NA,NA
Rhexia-type,NA,428,Combretaceae/Melastomataceae,Myrtales,Melastomataceae,NA,NA,NA,NA
Rhinanthus,NA,2930,Orobanchaceae,Lamiales,Orobanchaceae undiff.,2,NA,NA,NA
Rhododendron,NA,259,Ericaceae subf. Ericoideae,Ericaceae,Ericaceae subf. Ericoideae,14,NA,NA,NA
Rhododendron-type,NA,26972,Ericaceae subf. Ericoideae,Ericaceae,Ericaceae subf. Ericoideae,1,NA,NA,NA
Rhododendron canadense,NA,727,Rhododendron,Ericaceae subf. Ericoideae,Ericaceae subf. Ericoideae,NA,NA,NA,NA
Rhododendron subsect. Ledum,NA,155,Rhododendron,Ericaceae subf. Ericoideae,Ericaceae subf. Ericoideae,NA,NA,NA,NA
Rhododendron subsect. Ledum-type,NA,882,Ericaceae,Ericales,Ericaceae subf. Ericoideae,NA,NA,NA,NA
Rhododendron subsect. Ledum/Chamaedaphne,1203,NA,NA,NA,Ericaceae subf. Ericoideae,NA,NA,NA,NA
Rhododendron subsect. Ledum/Chamaedaphne calyculata,NA,156,Ericaceae,Ericales,Ericaceae subf. Ericoideae,NA,NA,NA,NA
Rhus,NA,260,Anacardiaceae,Sapindales,Rhus,NA,NA,NA,NA
Rhus typhina,NA,730,Rhus,Anacardiaceae,Rhus,NA,NA,NA,NA
Rhus typhina-type,NA,3145,Anacardiaceae,Sapindales,Rhus,NA,NA,NA,NA
Rhus/Toxicodendron,NA,729,Anacardiaceae,Sapindales,Rhus,NA,NA,NA,NA
Rhus/Toxicodendron cf. T. radicans,NA,1452,Rhus/Toxicodendron,Anacardiaceae,Rhus,NA,NA,NA,NA
Ribes,NA,262,Grossulariaceae,Saxifragales,Ribes,NA,NA,NA,NA
Ribes-type,NA,5651,Grossulariaceae,Saxifragales,Ribes,NA,NA,NA,NA
Ribes aureum,NA,2957,Ribes,Grossulariaceae,Ribes,NA,NA,NA,NA
Ribes lacustre,NA,5746,Ribes,Grossulariaceae,Ribes,NA,NA,NA,NA
Ribes montigenum,NA,5745,Ribes,Grossulariaceae,Ribes,NA,NA,NA,NA
Ribes undiff.,NA,5749,Ribes,Grossulariaceae,Ribes,NA,NA,NA,NA
Robinia,NA,263,Fabaceae subf. Faboideae,Fabaceae,Fabaceae undiff.,4,NA,NA,NA
Rosa,NA,843,Rosaceae,Rosales,Rosaceae undiff.,12,NA,NA,NA
Rosa-type,NA,4759,Rosaceae,Rosales,Rosaceae undiff.,NA,NA,NA,NA
Rosaceae,NA,483,Rosales,Fabidae,Rosaceae undiff.,NA,NA,NA,NA
Rosaceae (<20 µm),1223,NA,NA,NA,Rosaceae undiff.,NA,NA,NA,NA
Rosaceae (>20 µm),1224,NA,NA,NA,Rosaceae undiff.,NA,NA,NA,NA
