neotoma_names,level_1,level_2,level_3,level_4,level_5,level_6,level_7
Centaurea cf. C. scabiosa-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,NA
Quercus undiff.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,NA
Andromeda polifolia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Andromeda,Andromeda polifolia
Eupatorium,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,NA
Sison amomum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sison,Sison amomum
Sium latifolium-type,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sium,NA
Torilis nodosa,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Torilis,Torilis nodosa
Trinia glauca,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Trinia,Trinia glauca
Betula humilis,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula humilis
Caprifoliaceae,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Caprifoliaceae,NA
Lamiaceae (hexacolpate),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,NA
Lamiaceae (tricolpate),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,NA
Psylliostachys spicata,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Psylliostachys,Psylliostachys spicatus
Rumex cf. R. hydrolapathum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Zygophyllum,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Zygophyllum,NA
Clematis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,NA
Dioscorea communis,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea communis
Lonicera nigra,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera nigra
Maianthemum bifolium,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,Maianthemum bifolium
Saxifraga hirsuta-type,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,NA
Silaum silaus,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Silaum,Silaum silaus
Linum undiff.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,NA
Myricaria germanica-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Tamaricaceae,Myricaria,NA
Bistorta vivipara-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Bistorta,NA
Cerastium fontanum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,Cerastium fontanum
Aesculus hippocastanum,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,Aesculus hippocastanum
Nicotiana,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,NA
Laserpitium latifolium-type,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Laserpitium,NA
Meum athamanticum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Meum,Meum athamanticum
Cornus mas/C. suecica,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,NA
Ericales (tetrad),Plantae,Tracheophyta,Magnoliopsida,Ericales,undiff,undiff,NA
Acer campestre,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer campestre
Anthriscus caucalis,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Anthriscus,Anthriscus caucalis
Hypericum undiff.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA
Polemonium caeruleum,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,Polemonium caeruleum
Sagina cf. S. nodosa,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Sagina,NA
Sorbus aria,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Aria,Aria edulis
Aethusa cynapium,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Aethusa,Aethusa cynapium
Agrostemma,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Agrostemma,NA
Arnica,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arnica,NA
Carum carvi-type,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Carum,NA
Chaerophyllum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Chaerophyllum,NA
Conium maculatum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Conium,Conium maculatum
Inula,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Inula,NA
Pastinaca sativa,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pastinaca,Pastinaca sativa
Peucedanum palustre,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Thysselinum,Thysselinum palustre
Primula veris-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,NA
Ranunculus flammula,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus flammula
Scandix pecten-veneris,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Scandix,Scandix pecten-veneris
Silene viscaria-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,NA
Sium,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sium,NA
Swertia perennis,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Swertia,Swertia perennis
Torilis japonica,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Torilis,Torilis japonica
Buglossoides arvensis,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Buglossoides,Buglossoides arvensis
Eryngium campestre,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium campestre
Primulaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primulaceae,NA
Orthilia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Orthilia,NA
Digitalis purpurea-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,NA
Erica ciliaris-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,NA
Lythrum salicaria-type,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lythrum,NA
Poaceae (annulus >10 µm),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poaceae,NA
Rumex sanguineus-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Solidago virgaurea-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,NA
Anagallis tenella,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia tenella
Crassulaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassulaceae,NA
Myosotis arvensis,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,Myosotis arvensis
Poaceae (<37 µm),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poaceae,NA
Andromeda,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Andromeda,NA
Crataegus monogyna,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus monogyna
Plantago tenuiflora,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago tenuiflora
Umbilicus rupestris,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Umbilicus,Umbilicus rupestris
Vicia sylvatica,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sylvatica
Monotropa,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Monotropa,NA
Anemone alpina,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Pulsatilla alpina
Ligusticum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ligusticum,NA
Peucedanum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Peucedanum,NA
Plantago montana,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago atrata
Polygala vulgaris-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,NA
Ranunculus aconitifolius,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus aconitifolius
Seseli,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Seseli,NA
Homogyne alpina,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Homogyne,Homogyne alpina
Xanthium spinosum-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Xanthium,NA
Oenanthe fistulosa-type,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Oenanthe,NA
Plantago atrata,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago atrata
Pseudofumaria lutea-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Pseudofumaria,NA
Rumex alpinus-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Scabiosa columbaria-type,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Scabiosa,NA
Staphylea pinnata,Plantae,Tracheophyta,Magnoliopsida,Crossosomatales,Staphyleaceae,Staphylea,Staphylea pinnata
Succisa pratensis-type,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Succisa,NA
Trachycarpus fortunei,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Trachycarpus,Trachycarpus fortunei
Tribulus terrestris,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Tribulus,Tribulus terrestris
Viola canina-type,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,NA
Berula erecta,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Berula,Berula erecta
Morus alba-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,NA
Artemisia herba-alba-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,NA
Artemisia vulgaris-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,NA
Betulaceae,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betulaceae,NA
Cotinus coggygria,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Cotinus,Cotinus coggygria
Loranthus,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Loranthus,NA
Paliurus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Paliurus,NA
Ranunculus repens-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,NA
Ranunculus sceleratus-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,NA
Rubus fruticosus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus cochinchinensis
Adonis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Adonis,NA
Armeria (type A),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria,NA
Armeria (type B),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria,NA
Glaux,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,NA
Trifolium undiff.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,NA
Malva sylvestris-type,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,NA
Pinus pinaster,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pinaster
Quercus pyrenaica-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,NA
Urtica dioica-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,NA
Amaranthus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,NA
Anemone hortensis-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,NA
Asparagus,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,NA
Asphodelus fistulosus,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Asphodelus,Asphodelus fistulosus
Bituminaria bituminosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bituminaria,Bituminaria bituminosa
Borago officinalis,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Borago,Borago officinalis
Chamaerops humilis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaerops,Chamaerops humilis
Citrus,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,NA
Cynoglossum officinale-type,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cynoglossum,NA
Dorycnium,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,NA
Fedia cornucopiae,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Fedia,Fedia cornucopiae
Ficus carica,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus carica
Gypsophila arrostii,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,Gypsophila arrostii
Helleborus viridis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,Helleborus viridis
Ornithopus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ornithopus,NA
Phlomis,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,NA
Rumex scutatus-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Saxifraga tridactylitis-type,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,NA
Sideritis,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,NA
Simethis planifolia,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Simethis,Simethis mattiazzii
Tamarix,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Tamaricaceae,Tamarix,NA
Tuberaria,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Tuberaria,NA
Urtica membranacea-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,NA
Urtica pilulifera,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica pilulifera
Zelkova,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Zelkova,NA
Aruncus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Aruncus,NA
Astrantia,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Astrantia,NA
Bartsia,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Bartsia,NA
Filipendula ulmaria,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Filipendula,Filipendula ulmaria
Gnaphalium,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,NA
Pedicularis palustris,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Pedicularis,Pedicularis palustris
Ribes alpinum,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes alpinum
Silene vulgaris,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene vulgaris
Veratrum album,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Veratrum,Veratrum album
