taxon_name,Pollen_type
Rhododendron-type,Rhododendron
Muscari,Muscari
Gentiana lutea,Gentiana pneumonanthe-type
Hedera-type,Hedera
Centaurea cf. C. cyanus-type,Centaurea cyanus-type
Centaurea cf. C. nigra-type,Centaurea nigra-type
Centaurea cf. C. scabiosa-type,Centaurea scabiosa-type
cf. Armeria (type A),Plumbaginaceae
cf. Cedrus,cf. Abies
cf. Centaurium,Gentianaceae
cf. Epilobium,Onagraceae
Juniperus-type,Juniperus-type
Ornithogalum-type,Ornithogalum-type
Urtica-type,Urtica
Agrimonia-type,Agrimonia/Aremonia
Andromeda polifolia,Andromeda polifolia
Arnica-type,Bidens-type
Eupatorium,Aster-type
Sison amomum,Sison amomum
Sium latifolium-type,Sium-type
Torilis nodosa,Torilis nodosa
Trinia glauca,Trinia glauca
Betula humilis,Betula nana-type
Caprifoliaceae,Caprifoliaceae
cf. Sorbus,Rosaceae (non-operculate)
Psylliostachys spicata,Psylliostachys spicata
Rumex cf. R. hydrolapathum,Rumex aquaticus-type
Campanula/Jasione,Campanulaceae
Zygophyllum,Zygophyllum
Rhamnus/Frangula,Rhamnaceae
Clematis,Clematis
Convallaria-type,Convallaria-type
Lonicera nigra,Lonicera nigra
Maianthemum bifolium,Maianthemum bifolium
Saxifraga hirsuta-type,Saxifraga hirsuta-type
Silaum silaus,Silaum silaus
Scorzonera-type,Compositae subfam. Cichorioideae
Lobelia-type,Lobelia
Lycopus/Mentha,Mentha-type
Myricaria germanica-type,Myricaria germanica
Cerastium fontanum,Cerastium-type
Narthecium-type,Narthecium
Aesculus hippocastanum,Aesculus hippocastanum
Nicotiana,Nicotiana
Laserpitium latifolium-type,Laserpitium latifolium-type
Meum athamanticum,Meum athamanticum
Colchicum-type,Colchicum-type
Calystegia-type,Calystegia
Cornus mas/C. suecica,Cornus mas-type
Sium-type,Sium-type
Acer campestre,Acer campestre-type
Anthriscus caucalis,Anthriscus caucalis
Polemonium caeruleum,Polemonium
Sagina cf. S. nodosa,Sagina
Sedum/Rhodiola cf. R. rosea,Sedum-type
Sorbus aria,Sorbus-type
Xanthium-type,Ambrosia/Xanthium
Aethusa cynapium,Aethusa cynapium
Agrostemma,Agrostemma githago
Antennaria-type,Antennaria-type
Arnica,Bidens-type
Bellidiastrum-type,Aster-type
Carum carvi-type,Carum carvi
Chaerophyllum,Apiaceae
Chrysanthemum-type,Matricaria-type
Conium maculatum,Conium maculatum
Eupatorium-type,Aster-type
Inula,Inula
Pastinaca sativa,Pastinaca sativa
Peucedanum palustre,Peucedanum-type
Polemonium-type,Polemonium
Primula veris-type,Primula veris-type
Ranunculus flammula,Ranunculus flammula-type
Scandix pecten-veneris,Scandix pecten-veneris
Sium,Sium-type
Swertia perennis,Swertia perennis
Torilis japonica,Torilis japonica
Buglossoides arvensis,Buglossoides arvensis
Eryngium campestre,Eryngium campestre
Myricaria-type,Myricaria germanica
Chelidonium-type,Chelidonium majus
Orthilia,Orthilia
Scleranthus-type,Scleranthus
Digitalis purpurea-type,Digitalis
Erica ciliaris-type,Erica ciliaris-type
Lythrum salicaria-type,Lythrum salicaria-type
Rumex sanguineus-type,Rumex crispus-type
Solidago virgaurea-type,Aster-type
Tsuga,Tsuga
Anagallis tenella,Anagallis tenella-type
Cardueae,Cynareae
Myosotis arvensis,Myosotis-type
Andromeda,Andromeda polifolia
Avena/Triticum,Avena/Triticum-type
Brassica,Brassicaceae
Crataegus monogyna,Crataegus
Plantago tenuiflora,Plantago tenuiflora
Umbilicus rupestris,Umbilicus-type
Vicia sylvatica,Vicia-type
Monotropa,Monotropa hypopitys
Chaerophyllum-type,Apiaceae
Gentiana-type,Gentianaceae
Ligusticum,Ligusticum mutellina
Peucedanum,Peucedanum-type
Plantago montana,Plantago atrata-type
Polygala vulgaris-type,Polygala comosa-type
Ranunculus aconitifolius,Ranunculus sceleratus-type
Homogyne alpina,Homogyne-type
Xanthium spinosum-type,Xanthium
Clematis-type,Clematis
Meum-type,Meum-type
Oenanthe fistulosa-type,Oenanthe
Plantago atrata,Plantago atrata-type
Pleurospermum-type,Pleurospermum-type
Rumex alpinus-type,Rumex alpinus-type
Scabiosa columbaria-type,Scabiosa columbaria-type
Staphylea pinnata,Staphylea pinnata
Tribulus terrestris,Tribulus terrestris
Viola canina-type,Viola odorata-type
Berula erecta,Berula erecta
Falcaria-type,Falcaria-type
Galanthus-type,Leucojum-type
Matthiola-type,Matthiola
Artemisia herba-alba-type,Artemisia
Artemisia vulgaris-type,Artemisia
Betulaceae,Betulaceae
Brassica-type,Brassicaceae
Cotinus coggygria,Cotinus coggygria
Loranthus,Loranthus europaeus
Onosma-type,Echium/Onosma
Paliurus,Rhamnus-type
Ranunculus repens-type,Ranunculus acris-type
Ranunculus sceleratus-type,Ranunculus sceleratus-type
Rubus fruticosus,Rubus
Sanguisorba-type,Sanguisorba-type
Scrophularia/Verbascum,Scrophularia-type
Symphytum-type,Symphytum
Thymus/Mentha,Mentha-type
Adonis,Adonis
Armeria (type A),Armeria-type
Armeria (type B),Armeria-type
Glaux,Glaux maritima
Malva sylvestris-type,Malva sylvestris-type
Pinus pinaster,Pinus pinaster
Quercus pyrenaica-type,Quercus robur-type
Urtica dioica-type,Urtica dioica-type
cf. Hordeum,Cerealia-type
Ammi-type,Apiaceae
Asparagus,Asparagus
Asphodelus fistulosus,Asphodelus fistulosus-type
Borago officinalis,Borago
Citrus,Citrus
Cynoglossum officinale-type,Cynoglossum-type
Dorycnium,Dorycnium
Ficus carica,Ficus carica
Gladiolus-type,Gladiolus/Romulea
Helleborus viridis,Helleborus viridis-type
Morus,Morus
Ornithopus,Ornithopus
Phlomis,Phlomis
Sideritis,Sideritis
Tamarix,Tamarix
Tuberaria,Tuberaria
Urtica pilulifera,Urtica pilulifera
Zelkova,Ulmus/Zelkova
Aruncus,Aruncus/Spiraea
Astrantia,Astrantia-type
Bartsia,Rhinanthus-type
Filipendula ulmaria,Filipendula
Gnaphalium,Gnaphalium-type
Pedicularis palustris,Pedicularis palustris-type
Ribes alpinum,Ribes alpinum
Veratrum album,Veratrum
Centaurea solstitialis,Centaurea nigra-type
Centaurium-type,Centaurium
Limonium-type,Armeria-type
Radiola linoides,Radiola linoides
Consolida,Consolida-type
Delphinium,Consolida-type
Nonea,Nonea
Orlaya,Orlaya
Parietaria,Parietaria
Pulmonaria obscura,Anchusa/Pulmonaria
Alkanna,Alkanna-type
Cynoglossum-type,Cynoglossum-type
Jurinea-type,Saussurea-type
Lilium-type,Lilium
Daphne-type,Daphne
Gentiana purpurea-type,Gentiana pneumonanthe-type
Globularia,Globularia
Rubus arcticus,Rubus arcticus
Gentianella tenella-type,Gentianella tenella-type
Rubus fruticosus-type,Rubus
Cistus ladanifer-type,Cistus ladanifer-type
Colchicum,Colchicum-type
Gentiana verna-type,Gentiana verna
Glyceria,Hordeum-type
Hordelymus,Poaceae
Hordeum/Triticum-type,Cerealia-type
cf. Armeria,Plumbaginaceae
cf. Centaurea nigra-type,Centaurea
Colchicum autumnale-type,Colchicum-type
Polygonum oxyspermum,Polygonum oxyspermum-type
Gentianella-type,Gentianella campestris-type
Angelica archangelica-type,Angelica archangelica
Angelica palustris-type,Angelica palustris
Apium nodiflorum,Apium nodiflorum
Asphodelus albus,Asphodelus albus-type
Carum verticillatum,Carum verticillatum
Cytisus grandiflorus,Genista-type
Filago-type,Gnaphalium-type
Fraxinus angustifolia,Fraxinus angustifolia
Fritillaria lusitanica,Fritillaria
Gentiana lutea/G. pneumonanthe,Gentiana lutea/G. pneumonanthe
Halimium/Tuberaria,Halimium/Tuberaria
Laserpitium,Apiaceae
Lavandula-type,Lavandula
Minuartia recurva,Moehringia-type
Narcissus bulbocodium,Convallaria-type
Paronychia polygonifolia-type,Paronychia
Pedicularis sylvatica,Pedicularis palustris-type
Physospermum cornubiense,Pleurospermum-type
Pimpinella anisum,Pimpinella anisum
Pimpinella saxifraga-type,Pimpinella major-type
Reseda/Sesamoides,Resedaceae
Rhinanthus/Veronica,Rhinanthus-type
Sanguisorba officinalis-type,Sanguisorba officinalis
Selinum carvifolia,Peucedanum-type
Seseli libanotis-type,Seseli-type
Silaum silaus-type,Silaum silaus
Silene foetida-type,Silene vulgaris-type
Torilis arvensis-type,Falcaria-type
Trinia glauca-type,Trinia glauca
Halimium-type,Halimium
Hedysarum cf. H. hedysaroides,Hedysarum
Vaccinium myrtillus,Vaccinium
Centaurea stoebe,Centaurea nigra-type
Juglandaceae,Juglandaceae
Knautia-type,Knautia
Muscari-type,Muscari
Paris-type,Maianthemum/Paris
Matthiola,Matthiola
Trifolium arvense,Trifolium repens-type
Valeriana tripteris,Valeriana montana-type
Erica cinerea,Erica cinerea
Geum cf. G. rivale,Geum-type
Geum cf. G. urbanum,Geum-type
Lotus cf. L. corniculatus,Lotus-type
Saxifraga cf. S. cespitosa,Saxifraga
Ranunculus sceleratus/R. repens,Ranunculus-type
Silene nutans,Silene vulgaris-type
Swertia,Swertia perennis
Teucrium chamaedrys,Teucrium chamaedrys-type
Lycopus europaeus,Mentha-type
Conium maculatum-type,Conium maculatum
Pimpinella saxifraga,Pimpinella major-type
Centaurium pulchellum,Centaurium
Chaerophyllum hirsutum,Chaerophyllum hirsutum-type
Gratiola officinalis,Gratiola officinalis
Onobrychis viciifolia,Onobrychis
Torilis,Apiaceae
Aethusa cynapium-type,Aethusa cynapium
Carum,Apiaceae
Caucalis platycarpos,Caucalis platycarpos
Centaurium pulchellum-type,Centaurium
Foeniculum vulgare,Foeniculum vulgare
Gagea-type,Gagea/Tulipa
Meum athamanticum-type,Meum-type
Monotropa hypopitys,Monotropa hypopitys
Peucedanum palustre-type,Peucedanum-type
Pleurospermum austriacum-type,Pleurospermum-type
Ruta graveolens,Ruta graveolens
Torilis japonica-type,Torilis japonica
Aphanes,Aphanes
Astrantia major-type,Astrantia-type
Ballota,Ballota-type
Campanula trachelium-type,Campanula trachelium-type
Datura stramonium,Datura stramonium
Descurainia sophia,Brassicaceae
Kickxia,Kickxia
Pisum sativum,Pisum sativum
Apium inundatum-type,Apium
Corydalis pumila-type,Corydalis solida-type
Eryngium campestre-type,Eryngium
Ornithogalum umbellatum-type,Ornithogalum-type
Pedicularis verticillata-type,Pedicularis verticillata-type
Teucrium chamaedrys-type,Teucrium chamaedrys-type
Turgenia latifolia-type,Turgenia latifolia
Viola tricolor-type,Viola tricolor-type
Berula erecta-type,Sium-type
Lythrum portula-type,Lythrum portula-type
Agrimonia eupatoria-type,Agrimonia/Aremonia
Aphanes arvensis-type,Aphanes
Descurainia sophia-type,Brassicaceae
Eupatorium cannabinum-type,Aster-type
Geranium pratense-type,Geranium pratense-type
Impatiens noli-tangere,Impatiens
Lonicera periclymenum-type,Lonicera periclymenum-type
Maianthemum-type,Maianthemum/Paris
Narcissus poeticus-type,Narcissus poeticus-type
Urtica/Parietaria,Urticaceae
Mercurialis annua-type,Mercurialis annua
Alchemilla cf. A. glabra,Alchemilla
Gentiana nivalis-type,Gentiana nivalis
Helianthemum cf. H. canum,Helianthemum oelandicum-type
Oxyria digyna-type,Oxyria digyna
Penthorum sedoides,Penthorum sedoides
Vicia cf. V. cracca,Vicia-type
Plantago maritima/P. alpina,Plantago maritima-type
Polemonium boreale,Polemonium
Trifolium striatum-type,Trifolium repens-type
Loranthaceae,Loranthaceae
Bupleurum ranunculoides,Bupleurum
Pulmonaria officinalis,Anchusa/Pulmonaria
Thymus,Mentha-type
Anchusa-type,Anchusa/Pulmonaria
cf. Sambucus nigra,Sambucus nigra/S. racemosa
cf. Sambucus racemosa,Sambucus nigra/S. racemosa
Erica cf. E. tetralix,Erica
Sambucus-type,Sambucus
cf. Stellaria,Caryophyllaceae (periporate excl. Paronychioideae)
Pinus-type,Pinus sylvestris-type
Elymus,Hordeum-type
Centaurea depressa-type,Centaurea cyanus-type
Glaucium-type,Glaucium
Valeriana-type,Valerianaceae
Artemisia campestris-type,Artemisia
Droseraceae,Drosera
Rubus idaeus-type,Rubus
Hypericum calycinum-type,Hypericum calycinum-type
Sedum acre,Sedum-type
Trollius-type,Trollius europaeus
Viburnum cf. V. opulus,Viburnum
Armeria/Limonium,Armeria-type
Ostrya/Carpinus,Ostrya/Carpinus orientalis
Pistacia terebinthus,Pistacia
Adonis aestivalis-type,Adonis aestivalis-type
Anemone coronaria,Anemone coronaria
Blackstonia-type,Blackstonia-type
Ceratonia siliqua,Ceratonia siliqua
Hedysarum,Hedysarum
Ligustrum-type,Ligustrum-type
Platanus orientalis,Platanus
Polycnemum,Polycnemum
Salvia-type,Salvia-type
Urticaceae/Moraceae,Urticaceae/Moraceae
Cistus-type,Cistus
Erica australis-type,Erica ciliaris-type
Erica umbellata-type,Erica umbellata
Hypecoum,Hypecoum
Melampyrum-type,Melampyrum
Montia fontana-type,Montia
Trollius europaeus-type,Trollius europaeus
Aconitum napellus-type,Aconitum
Arenaria serpyllifolia-type,Arenaria
Blackstonia perfoliata-type,Blackstonia perfoliata
Daucus carota-type,Daucus
Dipsacus fullonum-type,Dipsacus fullonum-type
Hedera helix-type,Hedera
Humulus lupulus-type,Humulus lupulus
Ligustrum vulgare-type,Ligustrum
Moehringia trinervia-type,Moehringia-type
Viburnum lantana-type,Viburnum lantana
Crocus vernus,Crocus vernus
Heliotropium,Heliotropium
Reseda-type,Resedaceae
Sanicula-type,Astrantia-type
Ranunculus glacialis-type,Ranunculus glacialis-type
Silene cf. S. acaulis,Silene-type
Festuca-type,Poaceae
Polygonum oxyspermum-type,Polygonum oxyspermum-type
Helianthus-type,Helianthus-type
Crassula,Umbilicus-type
Gentiana punctata,Gentiana pneumonanthe-type
Geum rivale,Geum-type
Artemisia norvegica-type,Artemisia
Saxifraga cernua/S. rivularis,Saxifraga granulata-type
Carum-type,Apiaceae
Corydalis cava-type,Corydalis solida-type
Lavandula,Lavandula
Betula sect. Betula,Betula
Blackstonia,Blackstonia perfoliata
Cardamine,Brassicaceae
Chamaerops,Chamaerops
Draba-type,Brassicaceae
Ephedra cf. E. fragilis,Ephedra fragilis-type
Pinus halepensis,Pinus halepensis-type
Radiola,Radiola linoides
Smilax,Smilax
Thymelaea,Thymelaea
Corrigiola litoralis,Corrigiola litoralis
Cyclamen purpurascens,Cyclamen purpurascens
Gypsophila repens,Gypsophila repens-type
Larix/Pseudotsuga,Larix/Pseudotsuga
Primula clusiana-type,Primula hirsuta-type
Androsace elongata-type,Androsace elongata-type
Crepis-type,Crepis-type
Lactuca-type,Lactuca-type
Myosotis-type,Myosotis-type
Primula-type,Primula
Ribes uva-crispa,Ribes uva-crispa
Juniperus communis-type,Juniperus communis-type
Vicia faba,Vicia faba
Agrostemma-type,Agrostemma githago
Scilla,Ornithogalum-type
Odontites/Euphrasia,Rhinanthus-type
Ricinus communis,Ricinus communis
Spartium junceum,Spartium junceum
Moraceae,Moraceae
Berberis,Berberis
Mercurialis-type,Mercurialis
Plantago cf. P. lanceolata,Plantago
Plantago-type,Plantago
Cerinthe-type,Cerinthe
Dipsacus-type,Dipsacus-type
Geum/Potentilla,Rosaceae
Juncus/Luzula,Juncaceae
Phillyrea-type,Phillyrea
Quercus ilex/Q. coccifera-type,Quercus ilex-type
Rubiaceae cf. Galium,Rubiaceae
Vitex agnus-castus,Vitex agnus-castus
Asparagus-type,Asparagus
Ephedra major-type,Ephedra distachya-type
Roemeria,Roemeria-type
Ruta,Ruta
Scabiosa-type,Scabiosa
Crocus,Crocus
Nerium,Nerium oleander
Pinus nigra-type,Pinus sylvestris-type
Lygeum,Lygeum spartum
Myrtaceae,Myrtaceae
Andromeda-type,Andromeda polifolia
Balsaminaceae,Impatiens
Betula/Corylus,Betula/Corylus
Cotoneaster,Cotoneaster
Erodium-type,Erodium
Ficaria,Ranunculus ficaria
Hyoscyamus,Hyoscyamus
Melilotus-type,Astragalus-type
Phacelia,Phacelia
Primula elatior-type,Primula veris-type
Saponaria,Saponaria
Scrophularia nodosa-type,Scrophularia-type
Viola odorata-type,Viola odorata-type
Aquilegia-type,Aquilegia
Lupinus,Lupinus
Angelica archangelica,Angelica archangelica
Anthriscus cerefolium,Anthriscus cerefolium
Arctium lappa-type,Arctium
Campanula rapunculoides,Campanula trachelium-type
Colchicum autumnale,Colchicum autumnale
Echinophora-type,Apiaceae
Hyoscyamus niger,Hyoscyamus niger
Larix decidua-type,Larix/Pseudotsuga
Medicago lupulina-type,Medicago lupulina-type
Medicago sativa-type,Medicago sativa-type
Polygala comosa-type,Polygala comosa-type
Polygonatum odoratum-type,Polygonatum odoratum-type
Salvia pratensis-type,Salvia pratensis-type
Lysimachia nemorum-type,Lysimachia nemorum
Circaea-type,Circaea
Lychnis-type,Silene-type
Polygala-type,Polygala
Scleranthus cf. S. perennis,Scleranthus
Asperula,Rubiaceae
Theligonum,Theligonum cynocrambe
Taraxacum,Crepis-type
Polemoniaceae,Polemoniaceae
Cupressus,Juniperus-type
Carpinus betulus-type,Carpinus betulus
Morus-type,Morus
Aristolochia,Aristolochia
Berberidaceae,Berberidaceae
Quercus faginea,Quercus robur-type
Anagallis arvensis-type,Anagallis arvensis-type
Cichorium intybus-type,Crepis-type
cf. Glyceria,Poaceae
Cornus suecica-type,Cornus mas-type
Pyrola-type,Pyrola-type
Narcissus,Convallaria-type
Cuscuta-type,Cuscuta europaea-type
Echinops-type,Echinops
Fraxinus ornus-type,Fraxinus ornus
Olea-type,Olea europaea
Pinaceae,cf. Abies
Polygonum-type,Polygonum-type (tricolporate)
Quercus coccifera-type,Quercus ilex-type
Anagallis tenella-type,Anagallis tenella-type
Cicendia filiformis,Cicendia filiformis
Cistus monspeliensis-type,Cistus monspeliensis-type
Erica scoparia-type,Erica arborea-type
Frankenia,Frankenia
Fumaria officinalis-type,Fumaria
Halimium halimifolium-type,Halimium halimifolium-type
Helianthemum croceum-type,Helianthemum croceum-type
Tuberaria guttata,Tuberaria guttata
Actaea spicata,Actaea
Aegopodium podagraria,Aegopodium podagraria
Anethum graveolens,Anethum graveolens
Fragaria,Potentilla-type
Iris germanica-type,Iris germanica-type
Legousia,Legousia-type
Leucojum,Leucojum-type
Viburnum opulus/V. tinus,Viburnum opulus/V. tinus
Carya glabra-type,Carya
Carya tomentosa-type,Carya
Carya-type,Carya
Haplophyllum-type,Haplophyllum
Artemisia alba-type,Artemisia
Medicago-type,Medicago sativa-type
Potentilla erecta,Potentilla-type
Centaurea jacea/C. nigra-type,Centaurea nigra-type
Cephalanthus,Cephalanthus
Cytisus/Genista-type,Genista-type
Lamium amplexicaule-type,Galeopsis-type
Orlaya-type,Orlaya
Polygonum cognatum,Polygonum cognatum
Rumex conglomeratus,Rumex crispus-type
Teucrium pyrenaicum-type,Teucrium pyrenaicum-type
Urtica atrovirens,Urtica atrovirens
Geranium pusillum-type,Geranium robertianum-type
Quercus ilex/Q. coccifera,Quercus ilex-type
Acanthus-type,Acanthus
Amaryllidaceae,Liliaceae-type
Asphodelus/Asphodeline,Asphodelus/Asphodeline
Atropa-type,Atropa-type
Berberis-type,Berberis
Cercis,Cercis siliquastrum
Cyclamen,Cyclamen
Euphorbia-type,Euphorbia
Hypecoum-type,Hypecoum
Mesembryanthemum,Mesembryanthemum
Oenothera,Oenothera
Prunus sp.,Prunus-type
Punica granatum,Punica granatum
Ribes-type,Ribes
Salsola-type,Chenopodiaceae/Amaranthaceae
Styrax,Styrax
Urtica pilulifera-type,Urtica pilulifera
Conopodium majus,Conopodium majus
Astragalus/Oxytropis,Astragalus-type
Ranunculus glacialis,Ranunculus glacialis-type
Sonchus,Sonchus-type
Primula scandinavica-type,Primula scandinavica-type
Sorbus cf. S. aucuparia,Sorbus-type
Linnaea,Linnaea borealis
Rumex sp.,Rumex/Oxyria
Avena sativa,Avena-type
Linum bienne-type,Linum usitatissimum/L. bienne
Thalictrum flavum,Thalictrum flavum-type
Plantago cf. P. major,Plantago major-type
Vaccinium uliginosum,Vaccinium
Juglans-type,Juglans
Centaurea sp.,Centaurea
Helianthemum sp.,Helianthemum
Krascheninnikovia ceratoides,Chenopodiaceae/Amaranthaceae
Medicago lupulina,Medicago lupulina-type
Trifolium montanum-type,Trifolium montanum
Angelica,Apiaceae
Dictamnus albus,Dictamnus albus
Pastinaca-type,Apiaceae
Sanicula,Astrantia-type
Pyrus,Prunus-type
Fragaria vesca,Fragaria vesca
Pinus mugo,Pinus sylvestris-type
Ajuga,Scutellaria-type
Melilotus,Astragalus-type
Sambucus racemosa-type,Sambucus nigra/S. racemosa
Morus nigra,Morus nigra
Carlina-type,Saussurea-type
Sesamoides,Sesamoides
Thalictrum minus,Thalictrum alpinum-type
Consolida ambigua-type,Consolida-type
Frangula alnus-type,Frangula alnus
Limonium vulgare (type A),Armeria-type
Ribes rubrum-type,Ribes rubrum-type
Solanum dulcamara-type,Solanum dulcamara
Empetrum nigrum-type,Empetrum nigrum
Prunella vulgaris-type,Prunella-type
cf. Gentiana,Gentianaceae
Sarcobatus,Sarcobatus
Symphoricarpos,Symphoricarpos
Rhamnus/Paliurus,Rhamnus-type
Alnus viridis subsp. suaveolens,Alnus viridis
Pinus laricio,Pinus sylvestris-type
Pinus maritima,Pinus sylvestris-type
Coriaria myrtifolia,Coriaria myrtifolia
Tragopogon-type,Tragopogon
Anthriscus-type,Apiaceae
Cousinia,Cousinia
Noaea-type,Chenopodiaceae/Amaranthaceae
