taxon_name,Pollen_type
Centaurea pro parte,Centaurea
Cistus pro parte,Cistus
Plantago altissima-type,Plantago
Plantago argentea-type,Plantago
Plantago carinata-type,Plantago
Quercus pro parte,Quercus
Alnus viridis subsp. suaveolens,Alnus
Pinus laricio,Pinus
Pinus maritima,Pinus
Coriaria myrtifolia,Coriaria
Linum cf. L. usitatissimum,Linum
Papaver rhoeas,Papaver
Convolvulaceae undiff.,Convolvulaceae
Cornus subg. Thelycrania,Cornus
Lythraceae undiff.,Lythraceae
Cousinia,Cousinia
Lomelosia rotata-type,Lomelosia
Arctous alpina/A. rubra,Arctous
Elaeagnus commutata,Elaeagnus
Picea glauca,Picea
Picea mariana,Picea
Iva annua,Iva
Cassiope,Cassiope
Cnidium,Cnidium
Dodecatheon,Dodecatheon
Douglasia,Androsace
Lagotis glauca,Lagotis
Lesquerella,Physaria
Pedicularis lanceolata,Pedicularis
Plantago canescens,Plantago
Mertensia,Mertensia
Acer cf. A. negundo,Acer
Lewisia,Lewisia
Polygonum californicum-type,Polygonum
Cornus canadensis,Cornus
Cornus racemosa,Cornus
Fraxinus nigra,Fraxinus
Fraxinus pennsylvanica,Fraxinus
Pinus contorta,Pinus
Acer circinatum-type,Acer
Acer macrophyllum-type,Acer
Bistorta bistortoides-type,Bistorta
Cornus canadensis-type,Cornus
Lysichiton,Lysichiton
Alnus (pentaporate),Alnus
Alnus (tetraporate),Alnus
Amorpha,Amorpha
Gilia,Gilia
Pedicularis contorta-type,Pedicularis
Pedicularis groenlandica-type,Pedicularis
Polygonum californicum,Polygonum
Ribes lacustre,Ribes
Ribes montigenum,Ribes
Ribes undiff.,Ribes
Juglans cinerea-type,Juglans
Pinus banksiana/P. resinosa,Pinus
Zanthoxylum,Zanthoxylum
Acer saccharinum,Acer
Cornus florida,Cornus
Itea,Itea
Juglans undiff.,Juglans
Liriodendron,Liriodendron
Persicaria hydropiper-type,Persicaria
Sanguisorba canadensis,Sanguisorba
Ephedra torreyana-type,Ephedra
Lamiaceae cf. Stachys,Lamiaceae
Dalea candida,Dalea
Dalea purpurea-type,Dalea
Pinus banksiana,Pinus
Micranthes foliolosa-type,Micranthes
Micranthes hieraciifolia-type,Micranthes
Plantago canescens-type,Plantago
Saxifraga tricuspidata-type,Saxifraga
Micranthes foliolosa,Micranthes
Fraxinus americana,Fraxinus
Myricaceae undiff.,Myricaceae
Picea cf. P. glauca,Picea
Picea cf. P. mariana,Picea
Pinus det. P. banksiana/P. resinosa,Pinus
Pinus det. P. strobus,Pinus
Abies lasiocarpa,Abies
Acer glabrum,Acer
Agoseris glauca-type,Agoseris
Cornus sericea,Cornus
Solidago canadensis,Solidago
Betula (shrub),Betula
Betula (small),Betula
Pinus subg. Pinus undiff.,Pinus
Acer macrophyllum,Acer
Alnus rubra,Alnus
Alnus viridis subsp. sinuata,Alnus
Alnus (hexaporate),Alnus
Chrysolepis,Chrysolepis
Nyctaginaceae,Nyctaginaceae
Onagraceae undiff.,Onagraceae
Pinus edulis,Pinus
Pinus flexilis,Pinus
Pinus ponderosa,Pinus
Pinus aristata,Pinus
Myricaceae,Myricaceae
Alnus viridis subsp. crispa-type,Alnus
Caryophyllaceae cf. Dianthus,Caryophyllaceae
Ranunculus pensylvanicus-type,Ranunculus
Asteraceae (high spine),Asteraceae
Asteraceae (low spine),Asteraceae
Fraxinus pennsylvanica/F. americana-type,Fraxinus
Acalypha,Acalypha
Chamaecyparis thyoides,Chamaecyparis
Fagaceae,Fagaceae
Pseudotsuga menziesii,Pseudotsuga
Acer circinatum,Acer
Alnus rubra-type,Alnus
Robinia,Robinia
Menispermaceae,Menispermaceae
Mitella,Mitella
Planera aquatica,Planera
Actaea rubra,Actaea
Mitchella repens,Mitchella
Allenrolfea occidentalis,Allenrolfea
Ephedra nevadensis,Ephedra
Ephedra viridis,Ephedra
Comarum palustre-type,Comarum
Fagus grandifolia,Fagus
Viburnum edule,Viburnum
Betula glandulosa,Betula
Adenostoma fasciculatum,Adenostoma
Adenostoma sparsifolium,Adenostoma
Pinus jeffreyi-type,Pinus
Quercus chrysolepis,Quercus
Trillium,Trillium
Pinus monticola-type,Pinus
Castanopsis,Castanopsis
Garrya,Garrya
Navarretia,Navarretia
Alnus (triporate),Alnus
Pinus monticola,Pinus
Purshia,Purshia
Celtis occidentalis,Celtis
Platanus occidentalis,Platanus
Quercus vaccinifolia-type,Quercus
Apocynaceae,Apocynaceae
Araceae,Araceae
Leptospermum,Leptospermum
Ulmaceae,Ulmaceae
Alnus viridis subsp. sinuata-type,Alnus
Arecaceae,Arecaceae
Camassia,Camassia
Elaeagnaceae,Elaeagnaceae
Sequoiadendron,Sequoiadendron
Larix laricina,Larix
Nemopanthus,Ilex
Taxus canadensis,Taxus
Tilia americana,Tilia
Viburnum nudum,Viburnum
Liquidambar styraciflua,Liquidambar
Iva,Iva
Lysichiton americanus,Lysichiton
Castilleja,Castilleja
Cryptantha,Cryptantha
Erodium cicutarium,Erodium
Gossypium,Gossypium
Kallstroemia,Kallstroemia
Larrea,Larrea
Linanthus,Linanthus
Vitaceae,Vitaceae
Prunus pensylvanica,Prunus
Prunus undiff.,Prunus
Rhus typhina-type,Rhus
Tsuga undiff.,Tsuga
Nyssa sylvatica,Nyssa
Suaeda calceoliformis,Suaeda
Arceuthobium pusillum,Arceuthobium
Chamaesyce,Euphorbia
Hudsonia,Hudsonia
Lycium,Lycium
Chamaebatiaria millefolium,Chamaebatiaria
Monardella,Monardella
Iris versicolor,Iris
Actaea,Actaea
Berberis repens,Mahonia
Leptosiphon,Leptosiphon
Commelinaceae,Commelinaceae
Fraxinus americana-type,Fraxinus
Morus rubra-type,Morus
Pedicularis undiff.,Pedicularis
Aralia hispida,Aralia
Cornus alternifolia,Cornus
Maclura pomifera-type,Maclura
Fraxinus latifolia,Fraxinus
Shepherdia canadensis-type,Shepherdia
Taxus brevifolia,Taxus
Ceratiola ericoides,Ceratiola
Arceuthobium americanum,Arceuthobium
Betula det. shrub,Betula
Betula det. tree,Betula
Picea det. P. glauca,Picea
Picea det. P. mariana,Picea
Impatiens capensis,Impatiens
Caltha leptosepala,Caltha
Coptis aspleniifolia,Coptis
Gentiana douglasiana,Gentiana
Avicennia,Avicennia
Coccoloba,Coccoloba
Conocarpus,Conocarpus
Forestiera,Forestiera
Laguncularia,Laguncularia
Rhizophora,Rhizophora
Sapindaceae undiff.,Sapindaceae
Toxicodendron radicans,Toxicodendron
Nemopanthus mucronatus,Ilex
Pinus resinosa-type,Pinus
Prunus virginiana,Prunus
Rosaceae cf. Prunus serotina,Rosaceae
Salix vestita-type,Salix
Acer nigrum,Acer
Carya cordiformis,Carya
Populus deltoides-type,Populus
Agastache,Agastache
Cistanthe,Cistanthe
Polygonum sect. Duravia,Polygonum
Ranunculus orthorhynchus,Ranunculus
Iva undiff.,Iva
Lagotis,Lagotis
Salix reticulata-type,Salix
Agave,Agave
Allionia,Allionia
Canotia,Canotia
Fouquieria,Fouquieria
Hydrophyllaceae,Hydrophyllaceae
Mimosa,Mimosa
Prosopis,Prosopis
Simmondsia chinensis,Simmondsia
Yucca,Yucca
Campanula rotundifolia-type,Campanula
Gaura,Oenothera
Momipites,Momipites
Ranunculaceae (pericolpate),Ranunculaceae
Ranunculaceae (tricolpate) undiff.,Ranunculaceae
Dicentra,Dicentra
Menispermum,Menispermum
Fritillaria camschatcensis,Fritillaria
Oplopanax horridus,Oplopanax
Picea sitchensis,Picea
Populus trichocarpa,Populus
Sanguisorba stipulata,Sanguisorba
Alternanthera,Alternanthera
Filipendula rubra,Filipendula
Polygonum subsect. Polygonella,Polygonella
Arabis,Arabis
Chamaedaphne,Chamaedaphne
Hamamelis,Hamamelis
Maianthemum,Maianthemum
Hamamelidaceae,Hamamelidaceae
Platanaceae,Platanaceae
Symphoricarpos albus,Symphoricarpos
Circaea alpina,Circaea
Claytonia acutifolia,Claytonia
Pinus aristata-type,Pinus
Pinus ponderosa-type,Pinus
Berchemia scandens,Berchemia
Calycanthus,Calycanthus
Cephalanthus occidentalis,Cephalanthus
Fraxinus quadrangulata/F. nigra-type,Fraxinus
Prunus americana-type,Prunus
Prunus virginiana-type,Prunus
Viburnum acerifolium-type,Viburnum
Viburnum lentago-type,Viburnum
Chamaedaphne calyculata,Chamaedaphne
Gaultheria,Gaultheria
Gaylussacia,Gaylussacia
Lithocarpus,Lithocarpus
Maclura,Maclura
Anemone patens,Pulsatilla
Anemone quinquefolia-type,Anemone
Asteraceae cf. Cirsium,Asteraceae
Calylophus,Oenothera
Mentzelia,Mentzelia
Picea indet.,Picea
Polygonum ramosissimum-type,Polygonum
Tsuga canadensis-type,Tsuga
Viburnum rafinesquianum-type,Viburnum
Leitneria floridana,Leitneria
Ephedra (branched folds),Ephedra
Ephedra (simple folds),Ephedra
Pinus subg. Strobus (large),Pinus
Pinus subg. Strobus (small),Pinus
Zygophyllaceae,Zygophyllaceae
Ephedraceae,Ephedraceae
Cassiope tetragona,Cassiope
Cannabaceae sensu stricto undiff.,Cannabaceae
Quercus vaccinifolia,Quercus
Rutaceae,Rutaceae
Betula glandulosa-type,Betula
Grossulariaceae,Grossulariaceae
Populus grandidentata-type,Populus
Coptis,Coptis
Fritillaria,Fritillaria
Populus cf. P. tremuloides,Populus
Thuja,Thuja
Conioselinum,Conioselinum
Valeriana sitchensis,Valeriana
Rosaceae (>20 µm),Rosaceae
Rosaceae (<20 µm),Rosaceae
Rosaceae cf. Holodiscus,Rosaceae
Vaccinium uliginosum-type,Vaccinium
Comptonia peregrina,Comptonia
Viburnum alnifolium,Viburnum
Batis,Batis
Collinsia,Collinsia
Heliantheae undiff.,Heliantheae
Acer cf. A. pensylvanicum,Acer
Frangula purshiana-type,Frangula
Pinus contorta/P. ponderosa,Pinus
Pinus monticola/P. albicaulis,Pinus
Populus trichocarpa-type,Populus
Prunus cf. P. serotina,Prunus
Thuja plicata-type,Thuja
Cannabaceae cf. Humulus,Cannabaceae
Ranunculaceae cf. Aconitum,Ranunculaceae
Rosaceae cf. Adenostoma,Rosaceae
Betula (>20 µm),Betula
Betula (<20 µm),Betula
Acer cf. A. glabrum,Acer
Plectritis,Plectritis
Quercus garryana,Quercus
Betula papyrifera,Betula
Morus rubra,Morus
Pinus resinosa,Pinus
Araliaceae,Araliaceae
Bumelia,Sideroxylon
Cecropia,Cecropia
Eugenia,Eugenia
Myrsine,Myrsine
Pinus clausa-type,Pinus
Brassicaceae cf. Brassica,Brassicaceae
Campanula aparinoides-type,Campanula
Koenigia alaskana,Koenigia
Comandra,Comandra
Lysimachia quadriflora-type,Lysimachia
Ribes aureum,Ribes
Boerhavia,Boerhavia
Diospyros,Diospyros
Styloceras,Styloceras
Viscaceae sensu stricto undiff.,Viscaceae
Alnus rhombifolia-type,Alnus
Fraxinus latifolia-type,Fraxinus
Triantha glutinosa,Triantha
Parthenocissus vitacea,Parthenocissus
Boehmeria,Boehmeria
Picea rubens-type,Picea
Acer rubrum-type,Acer
Magnolia virginiana-type,Magnolia
Combretaceae,Combretaceae
Pinus rigida,Pinus
Acer saccharum/A. nigrum,Acer
Acer spicatum-type,Acer
Physocarpus,Physocarpus
Pinus rigida-type,Pinus
Acer sp.,Acer
Ptelea trifoliata,Ptelea
Cucurbita,Cucurbita
Rhexia,Rhexia
Pinus subg. Pinus (large),Pinus
Pinus subg. Pinus (small),Pinus
Planera,Planera
Cassiope tetragona-type,Cassiope
Oplopanax,Oplopanax
Agrostis,Agrostis
Araceae undiff.,Araceae
Chimaphila,Chimaphila
Poa,Poa
Apiaceae (coarse reticulate),Apiaceae
"Apiaceae (medium, slender)",Apiaceae
"Ericaceae (large, round)",Ericaceae
"Ericaceae (large, triangular)",Ericaceae
"Ericaceae (medium, soccer ball)",Ericaceae
"Ericaceae (small, round)",Ericaceae
"Ericaceae (small, triangular)",Ericaceae
Betula (large),Betula
Abies sp.,Abies
Picea sp.,Picea
Salix sp.,Salix
Taxaceae,Taxaceae
Coptis trifolia,Coptis
Epilobium palustre,Epilobium
Scutellaria galericulata,Scutellaria
Pinus indet.,Pinus
Valerianaceae undiff.,Valerianaceae
Erythranthe guttata,Erythranthe
Andromeda polifolia var. latifolia,Andromeda
Cupressaceae cf. Thuja occidentalis,Cupressaceae
Prunus serotina,Prunus
Rhododendron canadense,Rhododendron
Vaccinium angustifolium-type,Vaccinium
Vaccinium oxycoccos,Vaccinium
Vaccinium undiff.,Vaccinium
Ilex verticillata,Ilex
Lyonia,Lyonia
Sanguinaria canadensis,Sanguinaria
Toxicodendron,Toxicodendron
Cassia,Cassia
Fabaceae (reticulate),Fabaceae
Hibiscus,Hibiscus
Cucurbitaceae,Cucurbitaceae
Bromus hordeaceus-type,Bromus
Pinus haploxylon,Pinus
Orontium,Orontium
Asteraceae indet.,Asteraceae
Baccharis,Baccharis
Chaenactis,Chaenactis
Ambrosia sp.,Ambrosia
Rumex mexicanus,Rumex
Microsteris,Microsteris
Dryas integrifolia,Dryas
Rhus typhina,Rhus
Mentha arvensis,Mentha
Micranthes cf. M. punctata,Micranthes
Rubus cf. R. chamaemorus,Rubus
Betula (20-25 µm),Betula
Betula (>25 µm),Betula
Nitraria,Nitraria
Tamaricaceae,Tamaricaceae
Alnus hirsuta,Alnus
Alnus viridis subsp. fruticosa,Alnus
Betula nana subsp. exilis,Betula
Betula pendula subsp. mandshurica,Betula
Chrozophora tinctoria,Chrozophora
Larix gmelinii,Larix
Phlox sibirica,Phlox
Picea obovata,Picea
Haloragis,Haloragis
Quercus sect. Cyclobalanopsis,Quercus
Quercus subg. Quercus,Quercus
Carpinus tschonoskii,Carpinus
Fagus crenata,Fagus
Fagus japonica,Fagus
Mallotus,Mallotus
Phellodendron,Phellodendron
Weigela,Weigela
Reynoutria,Reynoutria
Skimmia,Skimmia
Dacrydium,Dacrydium
Koenigia sect. Aconogonon,Koenigia
Lythraceae,Lythraceae
Tsuga diversifolia,Tsuga
Betula costata,Betula
Betula dahurica,Betula
Betula ermanii,Betula
Betula schmidtii,Betula
Pinus koraiensis,Pinus
Polygonum sect. Polygonum,Polygonum
Astragalus onobrychis-type,Astragalus
Eremurus,Eremurus
Primula farinosa-type (large),Primula
Pterocarya fraxinifolia,Pterocarya
Rheum officinale,Rheum
Claytonia arctica,Claytonia
Claytonia undiff.,Claytonia
Pinus sibirica,Pinus
Ulmus sp.,Ulmus
Claytonia sarmentosa,Claytonia
Claytoniella vassilievii,Montia
Betula cf. B. fruticosa,Betula
Betula cf. B. pendula,Betula
Patrinia,Patrinia
Ulmus undiff.,Ulmus
Abies sibirica,Abies
Alnus hirsuta-type,Alnus
Aquilegia undiff.,Aquilegia
Bergenia crassifolia,Bergenia
Betula fruticosa,Betula
Pedicularis oederi-type,Pedicularis
Saxifraga hirsuta,Saxifraga
Acanthaceae,Acanthaceae
Adenophora,Adenophora
Alangium,Alangium
Aporosa,Aporosa
Biebersteinia,Biebersteinia
Bignoniaceae undiff.,Bignoniaceae
Catalpa,Catalpa
Celastraceae,Celastraceae
Engelhardia,Engelhardia
Garcinia,Garcinia
Gesneriaceae,Gesneriaceae
Illicium,Illicium
Lauraceae,Lauraceae
Melastomataceae,Melastomataceae
Meliaceae undiff.,Meliaceae
Morina,Morina
Phyllanthus,Phyllanthus
Platycarya,Platycarya
Polygonum sp.,Polygonum
Pseudolarix,Pseudolarix
Reevesia,Reevesia
Salicaceae undiff.,Salicaceae
Schisandra,Schisandra
Styracaceae,Styracaceae
Tetracentron,Tetracentron
Tournefortia,Tournefortia
Tsuga dumosa,Tsuga
Alnus viridis subsp. fruticosa-type,Alnus
Pinus pumila,Pinus
Ephedra alata-type,Ephedra
Ephedra sp.,Ephedra
Haplophyllum,Haplophyllum
Parrotia persica,Parrotia
Polygonum aviculare/Bistorta officinalis-type,Polygonum
Rubiaceae (hexacolpate),Rubiaceae
Betula pubescens var. pumila,Betula
Atraphaxis,Atraphaxis
Bongardia,Bongardia
Cephalaria,Cephalaria
Datisca cannabina,Datisca
Gentiana olivieri-type,Gentiana
Hypericum hirtellum var. assyriacum-type,Hypericum
Leontice leontopetalum,Leontice
Malabaila,Grafia
Plantago ovata-type,Plantago
Psylliostachys,Psylliostachys
Psylliostachys spicata-type,Psylliostachys
Ranunculus asiaticus-type,Ranunculus
Rumex cyprius-type,Rumex
Rumex patientia-type,Rumex
Podocarpaceae,Podocarpaceae
Polygonaceae (excluding Rumex),Polygonaceae
Ranunculaceae cf. Anemone/Caltha,Ranunculaceae
Hedysarum hedysaroides,Hedysarum
Delphinium elatum,Delphinium
Silene suecica-type,Silene
Quercus indet.,Quercus
Quercus ithaburensis,Quercus
Allium cf. A. sibiricum,Allium
Papaver radicatum-type,Papaver
Anthriscus,Anthriscus
Biscutella,Biscutella
Centaurea alpina,Rhaponticoides
Omalotheca,Omalotheca
Acalypha-type,Acalypha
Ambrosia-type,Ambrosia
Arceuthobium/Loranthaceae,Arceuthobium
Avena-type,Avena
cf. Araliaceae,Araliaceae
cf. Hypericum,Hypericum
cf. Oxalis,Oxalis
cf. Physalis,Physalis
cf. Verbenaceae,Verbenaceae
cf. Weinmannia,Weinmannia
Chamaecrista-type,Chamaecrista
Chamaecyparis-type,Chamaecyparis
Cichorioideae,Asteraceae
Combretaceae/Melastomataceae undiff.,Combretaceae
Dianthus-type,Dianthus
Engelhardia-type,Engelhardia
Eryngium-type,Eryngium
Froelichia-type,Amaranthaceae
Gomphrena-type,Gomphrena
Larix/Pseudotsuga,Larix
Ledum-type,Rhododendron
Ludwigia-type,Ludwigia
Lupinus-type,Lupinus
mimosoid clade,Fabaceae
Ostrya/Carpinus,Ostrya
Piperaceae-type,Piperaceae
Rhexia-type,Rhexia
Saxifraga-type,Saxifraga
Scrophulariaceae-type,Scrophulariaceae
Urtica-type,Urtica
Urticalean Rosids undiff.,Rosales
Zanthoxylum-type,Zanthoxylum
Angiospermae undiff. (herbs),undif
Bidens-type,Bidens
Elaeagnus/Shepherdia argentea,Elaeagnus
Ostrya-type,Ostrya
Spermatophyta undiff. (trees/shrubs),undiff
Amorpha-type,Amorpha
Humulus-type,Humulus
Stachys-type,Stachys
Prunus/Amelanchier,Prunus
Humulus/Cannabis,Humulus
Spermatophyta undiff. (trees),undiff
Juniperus/Thuja,Juniperus
cf. Oxyria digyna,Oxyria
Ilex/Nemopanthus,Ilex
Juniperus-type,Juniperus
Crataegus-type,Crataegus
Potentilla-type,Potentilla
Prunus/Sorbus,Prunus
Pyrus-type,Pyrus
Rhamnaceae/Vitaceae undiff.,Rhamnaceae
Spermatophyta undiff. (shrubs),undiff
Rumex/Oxyria digyna,Rumex
Anemone-type,Anemone
Liliaceae-type,Liliaceae
Rumex/Oxyria,Rumex
Celtis-type,Celtis
Cercocarpus-type,Cercocarpus
Prunella-type,Prunella
Rubus-type,Rubus
Amelanchier-type,Amelanchier
Cannabis-type,Cannabis
cf. Dodecatheon,Dodecatheon
Dryas-type,Dryas
Laportea-type,Laportea
Lycopus-type,Lycopus
Maclura-type,Maclura
Pilea-type,Pilea
Triticum-type,Triticum
Cannabaceae-type,Cannabaceae
Dipsacoideae,Caprifoliaceae
Poaceae (Cerealia-type),Poaceae
Anthemis-type,Anthemis
Aster-type,Aster
Caltha-type,Caltha
Centaurea-type,Centaurea
Corylus-type,Corylus
Erica-type,Erica
Hypericum-type,Hypericum
Serratula-type,Serratula
Sinapis-type,Sinapsis
Trifolium-type,Trifolium
Vicia-type,Vicia
Achillea-type,Achillea
Barbarea-type,Barbarea
Cirsium-type,Cirsium
Galium-type,Galium
Lamium-type,Lamium
Lotus-type,Lotus
Mentha-type,Mentha
Petasites-type,Petasites
Ranunculus-type,Ranunculus
Secale-type,Secale
Senecio-type,Senecio
Silene-type,Silene
Silene-type undiff.,Silene
Vaccinium-type,Vaccinium
Cerastium-type,Cerastium
cf. Valeriana,Valeriana
Hordeum-type,Hordeum
Lathyrus-type,Lathyrus
Lonicera-type,Lonicera
Oxalis-type,Oxalis
Oxyria-type,Oxyria
Stellaria-type,Stellaria
Spergula/Spergularia,Spergula
Corylus/Myrica,Corylus
Anagallis-type,Lysimachia
Campanula-type,Campanula
Conopodium-type,Conopodium
Ononis-type,Ononis
Rhinanthus-type,Rhinanthus
Scrophularia-type,Scrophularia
Betula/Corylus/Myrica,Fagales
Fumana-type,Fumana
Listera-type,Listera
Sedum-type,Sedum
Ulex-type,Ulex
Asphodelus-type,Asphodelus
Hornungia-type,Hornungia
Spermatophyta undiff. (deciduous trees),undiff
Artemisia-type,Artemisia
Cichorioideae undiff.,Asteraceae
Arenaria-type,Arenaria
Armeria-type,Armeria
Geum-type,Geum
Herniaria-type,Herniaria
Jasione-type,Jasione
Prunus-type,Prunus
Sagina-type,Sagina
Scilla-type,Scilla
Spergula-type,Spergula
Allium-type,Allium
Malva-type,Malva
Berula-type,Berula
Malus-type,Malus
Onobrychis-type,Onobrychis
Sorbus-type,Sorbus
Avena/Triticum-type,Poaceae
Lysimachia-type,Lysimachia
Solidago-type,Solidago
Astragalus/Oxytropis-type,Fabaceae
Capsella-type,Capsella
Carex-type,Carex
Angelica-type,Angelica
Cirsium/Carduus-type,Cirsium
Ericaceae-type,Ericaceae
Arctium-type,Arctium
Pimpinella-type,Sanguisorba
Saussurea-type,Saussurea
Veronica-type,Veronica
Galeopsis-type,Galeopsis
cf. Artemisia,Artemisia
cf. Brassicaceae,Brassicaceae
cf. Carpinus,Carpinus
cf. Dryas,Dryas
cf. Ephedra fragilis,Ephedra
cf. Ilex,Ilex
cf. Mercurialis,Mercurialis
cf. Prunus,Prunus
cf. Quercus,Quercus
cf. Ranunculus,Ranunculus
cf. Taxus,Taxus
cf. Thalictrum,Thalictrum
cf. Urtica,Urtica
Helianthemum-type,Helianthemum
Ranunculus sect. Batrachium-type,Ranunculus
cf. Chrysosplenium,Chrysosplenium
cf. Cyperaceae-type,Cyperaceae
cf. Empetrum,Empetrum
cf. Larix,Larix
cf. Melampyrum,Melampyrum
cf. Pedicularis,Pedicularis
cf. Saxifraga granulata,Saxifraga
cf. Saxifraga stellaris-type,Micranthes
cf. Scutellaria,Scutellaria
cf. Frangula alnus,Frangula
cf. Lycopsis arvensis,Lycopsis
cf. Myricaria germanica,Myricaria
cf. Gentiana pneumonanthe,Gentiana
Chamaenerion-type,Chamaenerion
Chrysosplenium-type,Chrysosplenium
Cichorieae,Asteraceae
Heracleum-type,Heracleum
Peucedanum-type,Peucedanum
Bupleurum-type,Bupleurum
Empetrum-type,Empetrum
Gnaphalium-type,Gnaphalium
Seseli-type,Seseli
Pedicularis-type,Pedicularis
Veratrum-type,Veratrum
Epilobium-type,Epilobium
Aconitum-type,Aconitum
Comarum-type,Comarum
Spergularia-type,Spergularia
Amaranthaceae-type,Amaranthaceae
Rumex-type,Rumex
Spermatophyta undiff. (cf. upland herbs),undiff
Thalictrum-type,Thalictrum
Carduus-type,Carduus
Genista-type,Genista
Papaver-type,Papaver
Polygonum-type sensu lato,Polygonum
Rhamnus-type,Rhamnus
Vicia/Lathyrus,Vicia
Matricaria-type,Matricaria
Pulmonaria-type,Pulmonaria
Succisa-type,Succisa
Cirsium/Carduus,Cirsium
Alchemilla-type,Alchemilla
cf. Salix herbacea,Salix
Cytisus-type,Cytisus
Hedysarum-type,Hedysarum
Euphrasia-type,Euphrasia
Silenoideae-type,Caryophyllaceae
Alchemilla/Aphanes,Alchemilla
Bellis-type,Bellis
cf. Anthericum,Anthericum
cf. Cannabis sativa,Cannabis
cf. Humulus lupulus,Humulus
cf. Xanthium-type,Xanthium
Coronilla-type,Coronilla
Glyceria-type,Glyceria
Taraxacum-type,Taraxacum
Thymus-type,Thymus
Tussilago-type,Tussilago
Astrantia-type,Astrantia
Monotropoideae,Ericaceae
cf. Samolus,Samolus
Dipsacoideae undiff.,Caprifoliaceae
Delphinium-type,Delphinium
Panicum-type,Panicum
Aphanes-type,Aphanes
Ballota-type,Ballota
Conium-type,Conium
Daucus-type,Daucus
Dorycnium-type,Lotus
Helleborus-type,Ranunculaceae
Rosa-type,Rosa
Carpinus-type,Carpinus
cf. Herniaria,Herniaria
cf. Sagina,Sagina
Elymus-type,Elymus
Odontites-type,Odontites
Polygonatum-type,Polygonatum
Astragalus-type,Astragalus
Digitalis-type,Digitalis
cf. Littorella,Littorella
cf. Lobelia,Lobelia
cf. Montia,Montiaceae
cf. Humulus,Humulus
Anthericum-type,Anthericum
Fritillaria-type,Fritillaria
Humulus/Cannabis-type,Humulus
Anethum-type,Anethum
Filipendula-type,Filipendula
Linaria-type,Linaria
Spiraea-type,Spiraea
Adonis-type,Adonis
Iris-type,Iris
cf. Xanthium,Xanthium
Lithospermum-type,Lithospermum
Pinus subg. Strobus-type,Pinus
Viburnum-type,Viburnum
Agropyron-type,Agropyron
Arum/Acorus,Arum/Acora
cf. Cannabis,Cannabis
cf. Chrysanthemum,Chrysanthemum
cf. Sorbus aucuparia,Sorbus
cf. Triticum turgidum subsp. dicoccon,Triticum
Dactylis-type,Dactylis
Glechoma-type,Glechoma
Phleum-type,Phleum
Poaceae (Cerealia-type) undiff.,Poaceae
Bartsia-type,Bartsia
Hippocrepis-type,Hippocrepis
Cardamine-type,Cardamine
Carthamus-type,Carthamus
Crupina-type,Crupina
Cyperus-type,Cyperus
Gagea/Tulipa,Gagea/Tulipa
Ostrya/Carpinus orientalis,Ostrya
Paronychia-type,Paronychia
Aster/Achillea,Asteraceae
Minuartia-type,Minuartia
Convolvulus-type,Convolvulus
Pinus subg. Pinus-type,Pinus
Verbascum-type,Verbascum
cf. Polemonium,Polemonium
Knautia/Dipsacus,Knautia
Aruncus-type,Aruncus
Gypsophila-type,Gypsophila
cf. Avena,Avena
Hordeum/Secale,Hordeum
Androsace-type,Androsace
Bambusa-type,Bambusa
Bruckenthalia-type,Erica
Castanea-type,Castanea
Cedrus-type,Cedrus
Coniferae-type,undiff
Geranium-type,Geranium
Juglandaceae-type,Juglandaceae
Larix-type,Larix
Magnolia-type,Magnolia
Myrica-type,Myrica
Podocarpus-type,Podocarpus
Sileneae,Caryophyllaceae
Tsuga-type,Tsuga
Ulmus/Zelkova,Ulmus/Zelkova
Moehringia-type,Moehringia
Fagopyrum-type,Fagopyrum
Normapolles,undiff
Potentilla/Comarum,Potentilla/Comarum
Anemone sect. Pulsatilla-type,Anemone
Cotinus-type,Cotinus
Heliotropium-type,Heliotropium
Teucrium-type,Teucrium
Carduoideae,Asteraceae
Myrrhis-type,Myrrhis
Parnassia-type,Parnassia
Apium-type,Apium
Scutellaria-type,Scutellaria
Urticalean Rosids,undiff
Phyteuma-type,Phyteuma
Vicia/Lathyrus-type,Vicia
Echium-type,Echium
Narcissus-type,Narcissus
Homogyne-type,Homogyne
Consolida-type,Consolida
Rhododendron-type,Rhododendron
Spermatophyta undiff. (upland herbs),undiff
Hedera-type,Araliaceae
cf. Acorus,Acorus
cf. Alchemilla,Alchemilla
cf. Armeria (type A),Armeria
cf. Cedrus,Cedrus
cf. Centaurium,Centaurium
cf. Daphne,Daphne
cf. Epilobium,Epilobium
cf. Euphorbia,Euphorbia
cf. Lonicera,Lonicera
cf. Myrtus,Myrtus
cf. Olea,Olea
cf. Persicaria amphibia,Persicaria
cf. Polygonum,Polygonum
cf. Succisa,Succisa
cf. Viscum,Viscum
Ornithogalum-type,Ornithogalum
Agrimonia-type,Agrimonia
Arnica-type,Arnica
cf. Filipendula,Filipendula
cf. Sorbus,Sorbus
Ulex/Cytisus sect. Spartopsis,Ulex
cf. Ruta,Ruta
cf. Veronica,Veronica
Campanula/Jasione,Campanula
Rhamnus/Frangula,Rhamnus
Convallaria-type,Convallaria
Scorzonera-type,Scorzonera
Lobelia-type,Lobelia
Lycopus/Mentha,Lycopus/Mentha
Narthecium-type,Narthecium
Colchicum-type,Colchicum
